record_id,product,hog_scenario,live_hog_vnd_per_kg,lean_trim_vnd_per_kg,extender,extender_dry_usd_per_kg,extender_protein_share_dry,hydration_kg_per_kg_dry,extender_hydrated_vnd_per_kg,replacement_share_of_lean,base_raw_material_cost_vnd_per_kg_product,extended_raw_material_cost_vnd_per_kg_product,saving_vnd_per_kg_product,saving_pct_of_raw_material_cost,saving_usd_per_t_product,saving_vnd_million_per_t_product,protein_g_per_100g_product,breakeven_extender_dry_usd_per_kg,breakeven_multiple_of_extender_price,source_ids,evidence_label,confidence,demand_evidence_type,notes
HSG-099,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.3,69975,54167,15808,22.6,608,15.8,10.5,20.28,9.1,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-100,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.1,69975,64641,5334,7.6,205,5.3,10.6,10.14,10.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-101,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.2,69975,59308,10667,15.2,410,10.7,10.6,10.14,10.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-102,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.3,69975,53974,16001,22.9,615,16.0,10.5,10.14,10.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-103,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.1,69975,65984,3991,5.7,154,4.0,10.6,10.14,3.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-104,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.2,69975,61993,7982,11.4,307,8.0,10.6,10.14,3.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-105,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.3,69975,58001,11974,17.1,461,12.0,10.5,10.14,3.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-106,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.1,69975,66538,3437,4.9,132,3.4,10.6,10.14,2.4,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-107,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.2,69975,63102,6873,9.8,264,6.9,10.6,10.14,2.4,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-108,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.3,69975,59665,10310,14.7,397,10.3,10.5,10.14,2.4,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-109,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.1,92731,85379,7352,7.9,283,7.4,10.6,15.03,14.6,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-110,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.2,92731,78027,14705,15.9,566,14.7,10.6,15.03,14.6,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-111,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.3,92731,70674,22057,23.8,848,22.1,10.5,15.03,14.6,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-112,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.1,92731,85555,7176,7.7,276,7.2,10.6,15.03,11.0,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-113,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.2,92731,78378,14353,15.5,552,14.4,10.6,15.03,11.0,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-114,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.3,92731,71202,21529,23.2,828,21.5,10.5,15.03,11.0,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-115,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.1,92731,85486,7246,7.8,279,7.2,10.6,27.05,12.2,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-116,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.2,92731,78240,14491,15.6,557,14.5,10.6,27.05,12.2,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-117,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.3,92731,70994,21737,23.4,836,21.7,10.5,27.05,12.2,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-118,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.1,92731,85422,7310,7.9,281,7.3,10.6,13.52,13.5,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-119,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.2,92731,78112,14620,15.8,562,14.6,10.6,13.52,13.5,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-120,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.3,92731,70802,21930,23.6,843,21.9,10.5,13.52,13.5,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-121,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.1,92731,86764,5967,6.4,230,6.0,10.6,13.52,4.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-122,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.2,92731,80797,11935,12.9,459,11.9,10.6,13.52,4.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-123,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.3,92731,74829,17902,19.3,689,17.9,10.5,13.52,4.1,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-124,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.1,92731,87319,5413,5.8,208,5.4,10.6,13.52,3.2,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-125,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.2,92731,81906,10826,11.7,416,10.8,10.6,13.52,3.2,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-126,sterilised pork sausage (Vissan label 55% lean),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.3,92731,76493,16239,17.5,625,16.2,10.5,13.52,3.2,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-127,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.1,86173,79390,6783,7.9,261,6.8,10.6,13.94,13.5,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-128,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.2,86173,72607,13566,15.7,522,13.6,10.6,13.94,13.5,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-129,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.3,86173,65824,20349,23.6,783,20.3,10.5,13.94,13.5,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-130,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.1,86173,79566,6607,7.7,254,6.6,10.6,13.94,10.2,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-131,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.2,86173,72959,13214,15.3,508,13.2,10.6,13.94,10.2,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-132,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.3,86173,66352,19821,23.0,762,19.8,10.5,13.94,10.2,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-133,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.1,86173,79497,6676,7.7,257,6.7,10.6,25.1,11.3,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-134,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.2,86173,72821,13352,15.5,514,13.4,10.6,25.1,11.3,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-135,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.3,86173,66145,20028,23.2,770,20.0,10.5,25.1,11.3,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-136,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.1,86173,79433,6740,7.8,259,6.7,10.6,12.55,12.5,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-137,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.2,86173,72692,13481,15.6,518,13.5,10.6,12.55,12.5,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-138,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.3,86173,65952,20221,23.5,778,20.2,10.5,12.55,12.5,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-139,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.1,86173,80775,5398,6.3,208,5.4,10.6,12.55,3.8,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-140,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.2,86173,75377,10796,12.5,415,10.8,10.6,12.55,3.8,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-141,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.3,86173,69979,16194,18.8,623,16.2,10.5,12.55,3.8,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-142,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.1,86173,81330,4843,5.6,186,4.8,10.6,12.55,3.0,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-143,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.2,86173,76486,9687,11.2,373,9.7,10.6,12.55,3.0,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-144,sterilised pork sausage (Vissan label 55% lean),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.3,86173,71643,14530,16.9,559,14.5,10.5,12.55,3.0,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
