record_id,item_id,item,funder_id,funder,fit,reason,source_ids,evidence_label,confidence,demand_evidence_type,notes
FFT-246,DMV-14,Honest percentage labelling of blended meat,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-247,DMV-15,Neutral naming guidance avoiding nhan tao,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-248,DMV-16,GMO declaration status of purified precision-fermented proteins,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-249,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F09,Lever Foundation,not in geography,Procurement-ratio work with hotels and foodservice fits; Vietnam is not in its programme (2026 expansion went to India and Thailand).,AFN-38; AFN-39; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-250,DMV-18,Eight-digit customs subheadings for plant proteins,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-251,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-252,TPP-01,Domestic textured soy or soy-gluten protein,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-253,TPP-02,Higher-protein chay foods,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-254,TPP-03,Hybrid extender for processed meat,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-255,TPP-04,Canteen protein ingredient and dish base,F09,Lever Foundation,not in geography,A canteen or hotel protein ingredient serves procurement-ratio commitments; not in Vietnam.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-256,TPP-05,Rice or mung bean isolate for plant milks,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-257,TPP-06,Fungal biomass functional ingredient,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-258,TPP-07,Precision-fermented specialty protein,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-259,TPP-08,"Export private-label plant foods (EU, UK)",F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-260,TPP-09,Diaspora protein-upgraded chay,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-261,TPP-10,Cultivated meat or seafood,F09,Lever Foundation,outside remit,Outside corporate procurement-ratio work.,AFN-38; AFN-39; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-262,DMV-01,Chay-day question in a probability survey,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-263,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-264,DMV-03,Vietnamese sensory and choice-test capacity,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-265,DMV-04,Randomised label and name test,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-266,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-267,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-268,DMV-07,Chay composition and authenticity survey,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-269,DMV-08,Standing panel of research and procurement buyers,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-270,DMV-09,Share of meat eaten as processed products,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-271,DMV-10,Nha Trang hotel and menu audit,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-272,DMV-11,Survey of EU and UK private-label and seafood buyers,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-273,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-274,DMV-13,Define chay and vegetarian claims (TCVN 13625),F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-275,DMV-14,Honest percentage labelling of blended meat,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-276,DMV-15,Neutral naming guidance avoiding nhan tao,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-277,DMV-16,GMO declaration status of purified precision-fermented proteins,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-278,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F10,Rockefeller Foundation school meals and the School Meals Coalition,not in geography,School-meal procurement is its lever (favouring local and regenerative sourcing); Vietnam not named and not a coalition member.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-279,DMV-18,Eight-digit customs subheadings for plant proteins,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-280,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-281,TPP-01,Domestic textured soy or soy-gluten protein,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-282,TPP-02,Higher-protein chay foods,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-283,TPP-03,Hybrid extender for processed meat,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-284,TPP-04,Canteen protein ingredient and dish base,F10,Rockefeller Foundation school meals and the School Meals Coalition,not in geography,Only the school-meal version would be relevant; Vietnam not covered.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-285,TPP-05,Rice or mung bean isolate for plant milks,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-286,TPP-06,Fungal biomass functional ingredient,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-287,TPP-07,Precision-fermented specialty protein,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-288,TPP-08,"Export private-label plant foods (EU, UK)",F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-289,TPP-09,Diaspora protein-upgraded chay,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-290,TPP-10,Cultivated meat or seafood,F10,Rockefeller Foundation school meals and the School Meals Coalition,outside remit,Not a school-meal procurement or financing item.,AFN-32; AFN-33; APR-38; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-291,DMV-01,Chay-day question in a probability survey,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-292,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-293,DMV-03,Vietnamese sensory and choice-test capacity,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-294,DMV-04,Randomised label and name test,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-295,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-296,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-297,DMV-07,Chay composition and authenticity survey,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-298,DMV-08,Standing panel of research and procurement buyers,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-299,DMV-09,Share of meat eaten as processed products,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-300,DMV-10,Nha Trang hotel and menu audit,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-301,DMV-11,Survey of EU and UK private-label and seafood buyers,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-302,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F11,ADB Ventures,partial,"Climate-relevant, but a benchmark is a public good; ADB technical assistance fits better than venture money.",AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-303,DMV-13,Define chay and vegetarian claims (TCVN 13625),F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-304,DMV-14,Honest percentage labelling of blended meat,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-305,DMV-15,Neutral naming guidance avoiding nhan tao,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-306,DMV-16,GMO declaration status of purified precision-fermented proteins,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-307,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-308,DMV-18,Eight-digit customs subheadings for plant proteins,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-309,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-310,TPP-01,Domestic textured soy or soy-gluten protein,F11,ADB Ventures,partial,"An investable B2B ingredient, but import substitution displaces about no meat and no CO2e (soy for soy), so it would not count towards the 80% strong-climate-impact target.",AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-311,TPP-02,Higher-protein chay foods,F11,ADB Ventures,partial,Upgrades on existing chay days displace no meat; weak climate case.,AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-312,TPP-03,Hybrid extender for processed meat,F11,ADB Ventures,fits,Displaces meat by construction: about 57 t CO2e and about 540 animals per t of protein (our calculation); needs a processor partner.,AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-313,TPP-04,Canteen protein ingredient and dish base,F11,ADB Ventures,partial,"Displaces meat (about 45 t CO2e per t of protein), but canteen uptake is unproven and suppliers are small.",AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-314,TPP-05,Rice or mung bean isolate for plant milks,F11,ADB Ventures,partial,"Adds protein to plant milk or formula; no measured displacement, so the climate case rests on unmodelled dairy displacement.",AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-315,TPP-06,Fungal biomass functional ingredient,F11,ADB Ventures,partial,Displaces meat only when used as an extender; on the Vietnamese grid fungal protein emits 3.8 to 11.7 t CO2e per t of protein.,AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-316,TPP-07,Precision-fermented specialty protein,F11,ADB Ventures,partial,"Adds protein to plant milk or formula; no measured displacement, so the climate case rests on unmodelled dairy displacement.",AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-317,TPP-08,"Export private-label plant foods (EU, UK)",F11,ADB Ventures,partial,Export manufacturing; displacement abroad is unmeasured.,AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-318,TPP-09,Diaspora protein-upgraded chay,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-319,TPP-10,Cultivated meat or seafood,F11,ADB Ventures,outside remit,A venture investor; does not fund public goods or rules.,AIS-22; CAP-45; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-320,DMV-01,Chay-day question in a probability survey,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-321,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-322,DMV-03,Vietnamese sensory and choice-test capacity,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-323,DMV-04,Randomised label and name test,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-324,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-325,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-326,DMV-07,Chay composition and authenticity survey,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-327,DMV-08,Standing panel of research and procurement buyers,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-328,DMV-09,Share of meat eaten as processed products,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-329,DMV-10,Nha Trang hotel and menu audit,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-330,DMV-11,Survey of EU and UK private-label and seafood buyers,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-331,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F12,IFC (World Bank Group),partial,"A feed footprint benchmark fits IFC advisory work with feed mills (Entobel and Mavin precedents), not investment.",AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-332,DMV-13,Define chay and vegetarian claims (TCVN 13625),F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-333,DMV-14,Honest percentage labelling of blended meat,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-334,DMV-15,Neutral naming guidance avoiding nhan tao,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-335,DMV-16,GMO declaration status of purified precision-fermented proteins,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
