dg_id,topic,claim_a,claim_b,position_taken,from_note,notes
DG-206,Share of Vietnamese who eat vegetarian,Unnamed 2019 survey in CafeF: 55% eat chay (CON-20),Delley et al. 2024: 4% of urban meat eaters call themselves flexitarian (CON-08),Reject the 55% (no source; arithmetic does not reconcile). The 4% excludes non-meat eaters and is urban only,wave6/consumer/consumer.md,Version 0.3 (demand round). Definitions differ: occasional chay days versus a self-declared diet
DG-207,Size of Vietnam plant-based markets,"Press and consultancy figures: VND 1,000 billion plant-based meat (ECO-17), USD 500 million (ECO-18), USD 112 million vegan food 2025 (IMARC via CON-38)",Revealed evidence: no Mintel launches 2022 to Q2 2023 (ECO-23); one imported analogue brand in 186 audited SKUs (FORM-01),Do not use the market-size claims; no method is traceable,wave6/consumer/consumer.md,"Version 0.3 (demand round). Branded soy milk alone is about VND 5,300 billion (our derivation), which suggests these figures lump in soy milk or chay"
DG-208,Chinese consumer acceptance of cultivated meat,59.3 percent of an urban online sample were very or extremely likely to buy clean meat (2018 fieldwork; NOV-28),"In a 2020 discrete choice experiment in five cities, willingness to pay for cultivated meat was below farm-raised meat, and below plant-based meat (NOV-29)",Prefer the choice experiment for pricing and demand design; treat the 59.3 percent as an upper bound on stated openness,wave6/novel/novel.md,Version 0.3 (demand round). Different methods and years; the 2018 study also used the positive name 'purity meat'.
DG-209,Purchase intent for blended products in the 2025 Singapore blind test,"22 percent would buy blended versus 16 percent plant-based (vegconomist, NOV-39)","58 percent would likely buy blended versus 38 percent plant-based and 95 percent conventional (Green Queen, NOV-38)","Use the ratio (blends 1.4 to 1.5 times plant-based) and the gap to conventional meat, not either level",wave6/novel/novel.md,Version 0.3 (demand round). Probably top-box versus top-two-box; primary report not read.
DG-210,How blends compare with conventional meat on liking,"Best blends matched or beat conventional (a 30 to 50 percent plant chicken mince beat 100 percent chicken; others within 0.5 points on a 7-point scale) (NOV-37, NOV-38)","On average animal meat was liked by more tasters: 60 percent versus 37 percent for blends (NOV-40); or 81 percent versus 59 percent for blends and 44 percent for plant-based (NOV-38); animal protein ranks top, blends second, plant-based last","Both are true: the best blends reach parity, the average blend does not. Design to the best-blend standard",wave6/novel/novel.md,"Version 0.3 (demand round). Averages versus best-in-class; the two average figures also differ between outlets, probably different scale cut-offs."
DG-211,Share of young Hanoi respondents aware of but not using novel alternative proteins (NOV-02),"84 percent, as stated in the text","202 of 288 respondents, which is 70 percent","Use 70 percent, computed from the reported counts",wave6/novel/novel.md,"Version 0.3 (demand round). Possibly the 84 percent figure was carried over from RD-32, which reports 84 percent for its own sample."
DG-212,Vietnam edible mushroom production,"About 250,000 t per year and US$25 to 30 million exports (citing SGGP 2019, in NOV-78)","About 24,780 t in 2021, forecast 26,620 t in 2026 (citing Reportlinker, in NOV-78)",No position; both are secondary and cited in the same paper,wave6/novel/novel.md,Version 0.3 (demand round). Logged as an open question.
DG-213,What GOOD Meat 3 is,"A cultivated meat product, 'exceptional in taste', sales to exceed prior years (company, NOV-10)","With 97 percent plant ingredients it is effectively a plant-based product (Monash University professor, NOV-11)",Treat it as a hybrid plant product with a small cultivated ingredient; its sales say little about demand for cultivated meat as such,wave6/novel/novel.md,Version 0.3 (demand round).
DG-214,Vow's scale,"More than 5000 kg per week production and 35,000 litres capacity (company, NOV-16)","About 25,000 dishes served in 16 months in Singapore and staff cuts of 30 percent in 2025 (NOV-14, NOV-16)",Capacity is not demand; we rely on dishes served and restaurant counts,wave6/novel/novel.md,Version 0.3 (demand round). Not a factual contradiction but a gap between supply claims and revealed sales.
DG-215,Stated share of Southeast Asians who would regularly eat plant-based meat if barriers were removed (Decoding Demand),"About 63 percent, from 5 percent now (project document citing ECO-24)","'Three-quarters' would regularly consume; 50 percent often plus 15 percent always (GFI APAC press release, NOV-35)","Report 'about two-thirds would often or always choose it', flag as a hypothetical stated measure",wave6/novel/novel.md,Version 0.3 (demand round). Wording differs between GFI outputs; primary report not read.
DG-216,Openness of Vietnamese consumers to cultivated meat,"Vietnam is where the most open segment is concentrated (five-country study, NOV-01)",Only about a quarter of young Vietnamese are 'optimists' about in vitro meat (NOV-03),Not a contradiction: Vietnam can be relatively open compared with Japan or Korea while most individuals are not optimists. Use both,wave6/novel/novel.md,Version 0.3 (demand round). Neither study is tested or revealed.
DG-217,Modern trade share of food retail,"USDA GAIN 2024 (CHN-02): modern trade 15% of retail value in 2023 (bar chart, Euromonitor)",USDA GAIN 2025 (CHN-01): modern retail 13% in 2024 (pie excludes food and drink specialists),"Use 13% (2024) for supermarkets, hypermarkets and convenience; the 15% includes specialists. Like-for-like the share rose from 12% (2023) to 13% (2024)",wave6/channels/channels.md,"Version 0.3 (demand round). Definitional, not a real contradiction"
DG-218,Modern trade share in 2025,"WinCommerce CEO (CHN-15): 12% to 14% of grocery, 2024 to 2025",Euromonitor via USDA (CHN-01): 13% in 2024,Report both; treat 14% for 2025 as a company claim (Low),wave6/channels/channels.md,Version 0.3 (demand round). No method disclosed by the company
DG-219,Foodservice market size 2024,USDA HRI 2025 (CHN-03): USD 26.6 billion (Euromonitor),USDA Retail 2025 (CHN-01): Food Service-HRI USD 27.3 billion,Prefer USD 26.6 billion from the dedicated HRI report,wave6/channels/channels.md,"Version 0.3 (demand round). GSO accommodation and catering revenue (VND 733,920 bn, 2024) includes accommodation and is not comparable"
DG-220,Number of foodservice outlets,"Euromonitor via CHN-03: over 323,000 outlets in 2024","iPOS via CHN-04: 304,700 operators in mid-2024 after 30,000 closures; over 50,000 more closed in H1 2025 (CHN-03)",Report both; different definitions (outlets vs operators) and dates,wave6/channels/channels.md,Version 0.3 (demand round). High churn means any count is a snapshot
DG-221,KFC store count,USDA HRI 2024 (CHN-04): over 200 stores,Q&Me enumeration March 2025 (CHN-06): 172,Prefer 172 (store enumeration),wave6/channels/channels.md,Version 0.3 (demand round). Low stakes
DG-222,Circle K store count,Q&Me March 2025 (CHN-06): 499,"SHS via CafeF, Nov 2025 (CHN-08): about 447",Report both; cannot tell whether closures or method explain the gap,wave6/channels/channels.md,"Version 0.3 (demand round). Also GS25 245 (SHS, Nov 2025) vs 236 (Q&Me, Mar 2025) and 318 (Q&Me 2026)"
DG-223,Share of fresh meat through traditional channels,Euromonitor via B&Company (CHN-18): around 80% of fresh meat market,Systematic review (CHN-19): over 95% of pork retailers sell at wet markets,"Both hold: one is value share, the other a share of retailers. Use about 80% of value as the working figure (Low)",wave6/channels/channels.md,Version 0.3 (demand round). Rural Dien Bien respondents: almost 90% prefer wet markets (CHN-20)
DG-224,Industrial catering market size,Saigon Times 2024 (CHN-41) and B&Company via CafeF 2026 (CHN-35): about USD 2 billion a year,"Cong Thuong 2019 (CHN-42): about VND 1,000 billion a day (about USD 14 billion a year)",Use USD 2 billion; reject the 2019 figure,wave6/channels/channels.md,Version 0.3 (demand round). The 2019 claim has no method and is seven times larger
DG-225,Caterer margins,Saigon Times (CHN-41): margins 20% to 35% after commissions,Same source: food is 60% to 80% of meal value,Downgrade the margin claim to Low,wave6/channels/channels.md,Version 0.3 (demand round). Food plus labour plus commissions leaves little room for 20% to 35%
DG-226,Bach Hoa Xanh store forecast,"Vietcap via CafeF, Dec 2024 (CHN-13): over 2,100 stores by end-2026","Actual: 2,180 in May 2025 (CHN-09); 3,612 in Aug 2026 (CHN-12)",Use actuals; the forecast is superseded,wave6/channels/channels.md,Version 0.3 (demand round). Shows how fast minimart expansion outran analyst views
DG-227,US arrivals Jan to Aug 2026,"VietnamPlus (CHN-51): USA 887,000, up 20.4%","NSO (CHN-45): Americas 887,400, up 20.7%",Use NSO; the VietnamPlus label is likely wrong,wave6/channels/channels.md,Version 0.3 (demand round).
DG-228,Date of Decision 1340/QD-TTg,Official portal (CHN-33): 8 July 2016,Tool summary of LuatVietnam page: 8 August 2016,Use 8 July 2016,wave6/channels/channels.md,Version 0.3 (demand round). The August date appears to be a summarisation error
DG-229,Canteen meal price level,"Cong Thuong 2019 (CHN-42): VND 15,000 to 20,000","Hai Phong 2026 (CHN-39): VND 25,000 to 35,000; Saigon Times 2024 (CHN-41): VND 29,000 standard","Use 2026 figures; the gap is inflation and upgrading, not a contradiction",wave6/channels/channels.md,Version 0.3 (demand round).
DG-230,"HS 3504 imports from China, 2023",Vietnam reports imports from China of about USD 10.1 million [RGN-45] and from all partners USD 22.18 million CIF with imputed quantity [BUY-01],"China reports exports to Vietnam of USD 16.31 million and 10,028 t (all partners report USD 32.08 million FOB) [BUY-02]",Prefer partner-reported data for China tonnage and values because Vietnam's quantities are imputed; report both,wave6/buyers/buyers.md,Version 0.3 (demand round). Direction of gap (exporter above importer) suggests misclassification or under-declaration on the Vietnamese side. Same pattern noted in the supply study.
DG-231,"HS 2106.10 imports, 2023",Vietnam-reported USD 33.98 million CIF [BUY-01],Partner-reported USD 40.33 million FOB [BUY-02],Report both; use partner data for trend to 2025 because Vietnam has not reported 2024 or 2025,wave6/buyers/buyers.md,Version 0.3 (demand round). 2025 partner total excludes a Malaysian data error and lacks Taiwan.
DG-232,"Wheat gluten tonnage, 2023","Vietnam-reported 12,337 t (imputed) [BUY-01]","Partner-reported 16,664 t (China 10,338 t) [BUY-02]",Prefer partner-reported tonnage,wave6/buyers/buyers.md,Version 0.3 (demand round). Values agree more closely: USD 31.06 million CIF versus USD 28.76 million FOB.
DG-233,Tariff classification of soy protein isolate,Supply study: SPI is often classified in HS 3504 (tariff table note),Commercial shipment samples declare SPI under HS 2106.10.00 (2025) [BUY-07],Treat SPI as split across both codes; do not read either code as 'SPI',wave6/buyers/buyers.md,Version 0.3 (demand round). Pea protein samples were declared under 3504.00.00 [BUY-09].
DG-234,Next Fi Vietnam edition,USDA recommends the 'Food Ingredients Trade Show (May 2027)' [MAC-31],Organiser site lists the next Fi Vietnam as 17 to 19 May 2028 [BUY-32],Use the organiser date for Fi Vietnam; USDA may mean another show,wave6/buyers/buyers.md,Version 0.3 (demand round). Low stakes; logged for scheduling.
DG-235,Vissan 2025 processed food volume,"2025 plan: 21,460 t [BUY-04]","2025 actual: 18,547 t; 2026 plan 20,350 t [BUY-04]","Use actual 18,547 t for 2025 and treat 20,350 t as a target",wave6/buyers/buyers.md,Version 0.3 (demand round). Supply study ECO-30 quoted the 2026 target; not a contradiction but easy to misread as output.
DG-236,Egg white powder unit value,India to Vietnam 2023: USD 11.51/kg [BUY-02],India to Vietnam 2025: USD 5.90/kg [BUY-02],Use 2025 as the current benchmark; note volatility,wave6/buyers/buyers.md,Version 0.3 (demand round). Egg prices move with avian influenza cycles.
DG-237,"Caseinates and casein derivatives (HS 3501.90), 2023",Vietnam-reported imports USD 27.83 million CIF [BUY-01],Partner-reported exports to Vietnam USD 9.87 million FOB [BUY-02],Report both; do not use either as a caseinate demand figure until declarations are checked,wave6/buyers/buyers.md,Version 0.3 (demand round). A gap of this size (about 2.8 times) is larger than CIF/FOB margins and suggests classification differences (for example other casein derivatives or mislabelled milk protein products).
DG-238,"Global plant-based meat and seafood retail sales, 2025","USD 6.6 billion (GFI resource page and GFI Euromonitor analysis; EXP-03, EXP-10)",USD 6.8 billion (vegconomist summary of the same GFI report; EXP-04),Use USD 6.6 billion,wave6/export/export.md,Version 0.3 (demand round). GFI's own pages are closer to the primary data; the trade-press figure may include eggs or a different scope.
DG-239,"US plant-based milk retail sales, 2025","USD 2.7 billion, down 2% (GFI US retail insights; EXP-02)","USD 2.5 billion, down 2% (Green Queen summary; EXP-01)",Use USD 2.7 billion,wave6/export/export.md,Version 0.3 (demand round). Primary GFI page preferred; the difference may reflect category definitions (milk vs milk and creamer).
DG-240,Korea alternative meat market size,"Euromonitor: KRW 21.2 billion in 2022, forecast KRW 32.1 billion in 2025 (EXP-09)","aT: about KRW 25.2 billion in 2023, forecast KRW 29.5 billion in 2025 (EXP-08)",Report both; both place the market at roughly KRW 20 to 30 billion (under USD 25 million),wave6/export/export.md,Version 0.3 (demand round). Different providers and definitions; not averaged.
DG-241,Vietnam exports of HS 2106.10 to the US,Vietnam-reported: USD 0.14 million to the US in 2023 (EXP-39),US-reported: USD 1.45 million imports from Vietnam in 2024 (EXP-40),Report both; the US mirror figure better reflects what reaches US shelves,wave6/export/export.md,Version 0.3 (demand round). Different years and reporters; possible classification differences or transshipment. Both are tiny relative to China.
DG-242,Scope of the EU restriction on meat names,vegconomist: 'EU banned meat terminology for alternative protein products (March 2026)' (EXP-04),"GFI Europe: 32 specific terms restricted from 19 August 2026; burger, sausage and nuggets still allowed; new amendments pending (EXP-25)",Use GFI Europe's detailed account,wave6/export/export.md,Version 0.3 (demand round). The short summary overstates the scope as of September 2026.
DG-243,Thailand alternative protein exports,"MGR Online (TPSO): THB 4.5 billion in 2021, projected THB 5.67 billion in 2024 (EXP-15)","The Nation (Thai Future Food Trade Association): THB 384 million in January 2025 alone, about THB 4.6 billion a year if sustained (EXP-12)",Report both as an order of magnitude (about THB 4.5 to 5.7 billion a year); low confidence,wave6/export/export.md,"Version 0.3 (demand round). Definitions differ and neither source gives HS codes; TPSO's separate THB 45,000 million plant-based figure is downgraded."
DG-244,"Six-country European plant-based sales volume change, 2024 to 2025","Automated summary of GFI Europe page: down 1.7% (total 1,600.4 million kg in 2024)","Our sum of GFI Europe's country table: 1,500.4 to 1,572.8 million kg, up 4.8% (EXP-05)",Use up 4.8%,wave6/export/export.md,Version 0.3 (demand round). Arithmetic check of the primary table; the summary mis-transcribed the 2024 total.
DG-245,US tariff status of Vietnamese cashews,"Nhan Dan: 'US removed import tariffs November 14, 2025' on cashews (EXP-19)","Law-firm summary of the 14 November 2025 order lists coffee, tea, tropical fruit and juices, cocoa, spices, bananas, oranges, tomatoes and beef, not nuts explicitly (EXP-20); USTR's July 2026 Section 301 notice explicitly exempts cashews (EXP-22)",Cashews are exempt from the July 2026 Section 301 tariff (primary source); the November 2025 status is not needed for current decisions,wave6/export/export.md,Version 0.3 (demand round). We did not read the November 2025 annex itself.
DG-246,Price parity in Germany,"Plant-based meat was 45% more expensive per kg than animal meat in 2024 (sales-weighted Circana, GLB-09)","Meat substitutes had reached price parity in German supermarkets (unweighted shelf sample, GLB-15)","Use the sales-weighted premium (+45%) for demand modelling; parity applies to the cheapest private-label items, not to what people actually buy on average",wave6/global/global.md,"Version 0.3 (demand round). Both can be true: parity at the low end of the shelf, premium in the basket"
DG-247,Price parity in the Netherlands,"A basket of the cheapest plant-based versions of 12 products was cheaper than the animal basket in most Dutch supermarkets (ProVeg, cited in GLB-10)","Plant-based meat averaged 35% more per kg than animal meat in 2024 (Circana, GLB-10)","Prefer the sales-weighted average for sizing; note that even where cheap parity options exist, volume fell",wave6/global/global.md,Version 0.3 (demand round). Same logic as Germany
DG-248,Sign of plant-based meat own-price elasticity,"US scanner studies find negative, elastic demand: -0.84 to -1.55 (GLB-16) and -1.23 for plant-based beef (GLB-03)",Dutch store-level scanner study finds a positive own-price elasticity of +1.52 (GLB-21),"Use -0.8 to -1.6 as the working range; treat the Dutch positive sign as an artefact of rapid variety and quality growth in 2015 to 2018, as its authors suggest",wave6/global/global.md,Version 0.3 (demand round). The Dutch paper is a working paper and its full text was not readable
DG-249,Is plant-based meat a substitute or complement for meat?,"Substitute for chicken, turkey, fish (GLB-16); plant-based beef patties substitute for beef patties (GLB-20)","Complement for beef and pork (GLB-16); complement for beef, poultry and fish in the Netherlands (GLB-21); cross-price effects small (GLB-24; GLB-26)",No firm sign; assume cross-price effects on meat are small and do not assume one-for-one displacement,wave6/global/global.md,Version 0.3 (demand round). Relationship varies by cut and format
DG-250,US plant-based meat household penetration in 2021,19% of households bought plant-based meat in 2021 (GLB-02),The 2025 release gives a 2021 high of 20% (GLB-01),Quote 19 to 20% for the 2021 peak and use the current release (20% to 11%) for the trend because both ends share one method,wave6/global/global.md,Version 0.3 (demand round). Data revisions between GFI releases
DG-251,US natural-channel share of plant-based meat,14% of natural-channel meat dollar sales in 2021 (GLB-02),About 3% in 2025 (GLB-01),Do not interpret as a collapse; channel definitions probably changed. Not used in headline findings,wave6/global/global.md,Version 0.3 (demand round). Logged to stop misuse
DG-252,Effect of Lidl Germany's price parity,"Vegan sales rose more than 30% in six months after October 2023 parity (company claim, GLB-13; GLB-14)",German plant-based meat market volume rose 6.2% in 2024 and fell 1.7% in 2025 (GLB-09; GLB-08),Price parity by one retailer may mainly shift share between retailers; the national category did not take off,wave6/global/global.md,Version 0.3 (demand round). No independent evaluation found
DG-253,Stated versus revealed demand in Southeast Asia,"76% of interested consumers say they would buy plant-based meat at price parity (GLB-48, stated)","In the Netherlands, widespread private-label parity coincided with falling plant-based meat volumes and a flat protein split (GLB-10; GLB-12; GLB-08, revealed)","Weight revealed evidence; treat stated parity intent as an upper bound for trial, not repeat purchase",wave6/global/global.md,Version 0.3 (demand round). Also consistent with the PTC review (GLB-32)
DG-254,Stated versus revealed demand in China,60.1% of an age and gender matched online sample said they had eaten plant-based meat (GLB-51),Beyond Meat sold under 600 units a month on Tmall and several start-ups closed by 2023 (GLB-50),Stated trial figures from online panels overstate the market; use revealed evidence,wave6/global/global.md,Version 0.3 (demand round). Revealed evidence here is journalistic and Low confidence
DG-255,Blind-taste 'parity' of blended products,"In blind tastings, US consumers favoured a 70% beef and 30% mushroom blend over plant-based alternatives (GLB-30)","When told the ingredients, demand for the blend fell (GLB-30); Dutch hybrid products are too small to move the protein split (GLB-12)",Hybrids can win on taste but should not be sold on a 'less meat' message alone,wave6/global/global.md,Version 0.3 (demand round). Relevant to Vietnamese hybrid formats (for example pork and mushroom fillings)
DG-256,Thai meat substitute premium over processed meat,'Around 40% more' (GLB-53 text),"736 vs 430 THB per kg, which is 71% more (GLB-53 figures)",Report the THB figures and the 71% arithmetic; flag the source's rounding,wave6/global/global.md,Version 0.3 (demand round). Internal inconsistency in one source
DG-257,Vegetarian default effect size,Defaults move vegetarian choice from 2 to 12% to 86 to 89% (GLB-37) and triple plant-based choice (GLB-38),Randomised trials with at least one day of follow-up show a pooled effect of SMD 0.07 across all meat-reduction interventions (GLB-39),"Defaults reliably change the meal served; lasting net reduction in meat eaten is not shown. Size institutional channels by meals served, not by diet change",wave6/global/global.md,"Version 0.3 (demand round). Garnett (GLB-35) found no rebound at other cafeteria mealtimes, which supports some real reduction"
DG-258,Long-range market forecasts,"Alternative proteins 10% of meat by 2025 (GLB-45), USD 140 billion by 2029 (GLB-44), USD 162 billion plant-based by 2030 (GLB-43), 11% of protein by 2035 (GLB-42)","Global plant-based meat and seafood retail USD 6.6 billion in 2025, about 0.5% of meat value (GLB-05)",Do not use these forecasts as base cases; label Part III scenarios as exploratory and anchor them on observed ceilings,wave6/global/global.md,Version 0.3 (demand round). See data_forecast_track_record.csv
DG-259,GFI APAC survey: Vietnam sample frame,"Online panel in Hanoi and Ho Chi Minh City (CONSUMER stream, from chart images and CON-03)","Ho Chi Minh City as the Vietnam sample (NOVEL stream, from the press release and NOV-36)",Faunalytics describes the frame as capital-city regions plus Ho Chi Minh City; we describe the Vietnam sample as the Hanoi region and Ho Chi Minh City (Medium).,wave6/consumer/consumer.md; wave6/novel/novel.md,Version 0.3 (demand round). Cross-stream reconciliation.
DG-260,Is there an animal-share target in school meals?,Part III: school meals are guided by a target to raise animal protein above 40% of protein (Decision 1340/QĐ-TTg) [CHN-33],Actor check: current guidance (Decision 3958/QĐ-BYT) has no animal share [AIB-39; APR-04],"Both partly right: national guidance has no animal share and the 1340 targets ended in 2020, but the MOET, Ajinomoto and NIN menu software prints an animal-protein standard of at least 48%, which 9 of 25 published days miss [PMR-26]",working-papers/wave7/lines/L1-public-meals/L1-public-meals.md,"Version 0.4 (wave7, actor check and expansion). The operative signal is a software default, not a rule"
DG-261,Content of Decision 973/QĐ-TTg,"Press: the programme scales a MOET, NIN and TH Group model with 400 standard menus and one carton of fresh milk a day [AFN-45]","Decision text: scale up the school meal model with menus meeting the preschool programme and MOH guidance; no company, menu count or milk named [PMR-01]","Attribute the menu count and milk to the press report, not to the decision",working-papers/wave7/lines/L1-public-meals/L1-public-meals.md,"Version 0.4 (wave7, actor check and expansion). Both may be true; the decision leaves the model to MOET"
DG-262,Date of Hanoi Resolution 84/2026/NQ-HĐND,Bo De ward Notice 979/TB-UBND: 9 July 2025 [PMR-05],Ngoc Lam school Notice 04/TB-THNL: 15 July 2026 [PMR-06],Use 2026 (the number series and the school year point to 2026); the day is uncertain,working-papers/wave7/lines/L1-public-meals/L1-public-meals.md,"Version 0.4 (wave7, actor check and expansion). Typo in one of two primary documents"
DG-263,Year of MOET Decision 2195/QĐ-BGDĐT,Ngoc Lam school notice: 10 August 2025 [PMR-06],Legal database: 10 August 2022 [PMR-03],Use 2022,working-papers/wave7/lines/L1-public-meals/L1-public-meals.md,"Version 0.4 (wave7, actor check and expansion). Typo in the school notice"
DG-264,Share of daily energy in a primary school lunch,Decision 3958/QĐ-BYT: 30 to 40% [AIB-39]; menu software 532.5 to 710 kcal [PMR-26],"Hai Phong school tender: 35 to 40%, 560 to 720 kcal [PMR-07]",Report both; local tenders can be tighter than national guidance,working-papers/wave7/lines/L1-public-meals/L1-public-meals.md,"Version 0.4 (wave7, actor check and expansion). Not material to protein conclusions"
DG-265,Union shift-meal floors (Conclusion 03/KL-TLĐ),"VND 20,000 (self-organised) or 25,000 (hired caterer) in regions I and II; VND 18,000 or 22,000 in regions III and IV [AIB-43]","Re-read of the same page: VND 20,000 and above (regions I and II) and VND 18,000 and above (regions III and IV) [AIB-43, re-read]","Keep the 20,000 and 18,000 floors as confirmed; treat the hired-caterer floors as unconfirmed",working-papers/wave7/lines/L1-public-meals/L1-public-meals.md,"Version 0.4 (wave7, actor check and expansion). Re-read was through a summarising fetch tool"
DG-266,Protein in pangasius fillet,Part III ladder: 15 g per 100 g (literature on commercial fillets) [DIE-13; DIE-14],Decision 3958 food table: 9.7 g per 100 g [AIB-39],Report both; menu software built on the lower value shows low protein and low animal share on fish days,working-papers/wave7/lines/L1-public-meals/L1-public-meals.md,"Version 0.4 (wave7, actor check and expansion). Explains part of the 27% animal share printed on fish days"
DG-267,"Duty on Chinese protein ingredients (2106.10, 3504, 1109)","Part III ch16.2, app-d5 row 1, BSG-001 and TPP-01: MFN duties of 5%, 3% and 10% apply, ""so domestic makers get little protection"" (REG2-20; REG2-23)","MOIT VNTR schedules: 0% under ACFTA and RCEP-China in every year 2024 to 2027, and 0% under ATIGA and AKFTA (FTR-32; FTR-33)","Claim B for Chinese, ASEAN and Korean origin with a certificate of origin; claim A only for non-FTA origins such as the United States",working-papers/wave7/lines/L2-fiscal-tariff/L2-fiscal-tariff.md,"Version 0.4 (wave7, actor check and expansion). Both are correct rates; Part III applied the wrong one to the main competitor. Utilisation of the preference is not known."
DG-268,Duty on imported single-cell protein (2102.20),"app-s9 S9.18 and app-s6: about 7%, ""a small edge for local SCP producers over imported SCP"" (REG2-23)","VNTR: 0% under ACFTA, ATIGA and RCEP (FTR-32)",Claim B for Chinese and ASEAN product,working-papers/wave7/lines/L2-fiscal-tariff/L2-fiscal-tariff.md,"Version 0.4 (wave7, actor check and expansion). The edge exists only against non-FTA origins."
DG-269,"Where the excise exclusions for milk, juices and water come from","APR-19 (Tuoi Tre): the law excludes milk and dairy products, liquid nutrition foods, mineral water and juices",FTR-01 and FTR-02: the law and decree state only the TCVN reference and the 5 g threshold; the exclusions are the scope of TCVN 12828:2019 (FTR-05; APR-22),Claim B,working-papers/wave7/lines/L2-fiscal-tariff/L2-fiscal-tariff.md,"Version 0.4 (wave7, actor check and expansion). Same practical effect; it matters because the TCVN scope also names cereal drinks as included."
DG-270,Status of sweetened soy milk under the excise,"Plain reading: soy milk fits the TCVN 12828:2019 definition, is not ""milk"" under TCVN 11216:2015, and is declared and classified as a non-alcoholic beverage, so it is taxable above 5 g (FTR-05; FTR-07; FTR-08; FTR-17; FTR-32)","Soy milk has its own national standard (TCVN 12443:2018) drafted by the nutrition committee, and fortified variants are declared as supplemented food, which could support the ""liquid food for nutritional purposes"" exclusion (FTR-06; FTR-20)","Unresolved; we treat it as a probable tax and a risk, not a fact",working-papers/wave7/lines/L2-fiscal-tariff/L2-fiscal-tariff.md,"Version 0.4 (wave7, actor check and expansion). No ruling found (FTR-13). Not averaged."
DG-271,MFN rates in VNTR versus the decrees,VNTR MFN column: almonds 0802.12.90 at 10%; 2304.00.29 and 2304.00.90 at 2% (FTR-32),Decree 73/2025/ND-CP: almonds 5% and soybean meal 0% from 31 March 2025 (REG2-21),Claim B (decree text),working-papers/wave7/lines/L2-fiscal-tariff/L2-fiscal-tariff.md,"Version 0.4 (wave7, actor check and expansion). VNTR MFN rates used only for lines that no 2024 to 2026 amendment touched; VNTR FTA schedules are used as read."
DG-272,Carbohydrate of Fami Nguyên Chất Ít Đường,Retail audit SKU-146: 6.5 g per 100 ml carbohydrate (FORM-01),"Label in self-declaration 08NS/QNS/2025: carbohydrate 6.7 g, total sugar 6.5 g (FTR-17)",Claim B (label),working-papers/wave7/lines/L2-fiscal-tariff/L2-fiscal-tariff.md,"Version 0.4 (wave7, actor check and expansion). The audit probably logged total sugar as carbohydrate."
DG-273,Emission intensity of meat: boundary,"GLEAM life-cycle intensities for E and SE Asia (2005): pork 6.15, broilers 5.18, mixed beef 54.5 kg CO2e per kg carcass (FUF-04; FUF-05)","FAOSTAT farm-gate intensities for Viet Nam (2023): pig 1.62, chicken 0.90, cattle 40.0, buffalo 65.0 kg CO2e per kg meat (FUF-10)","GLEAM used: funders compare life-cycle footprints, and feed is most of the pork and poultry footprint. FAOSTAT kept as a boundary check.",working-papers/wave7/lines/L3-funder-units/L3-funder-units.md,"Version 0.4 (wave7, actor check and expansion). Not averaged. Both agree that ruminant meat is about 9 to 70 times more intensive per kg than pork or chicken."
DG-274,Emission intensity of meat: carcass or protein basis,GLEAM per kg carcass with the package's 0.15 kg protein per kg carcass gives about 9.9 kg CO2e per kg carcass for the 2035 mix (FUF-04; FUF-05; DMA-001),"Poore and Nemecek global means per kg protein (pig 76, poultry 57, beef herd 499) give about 1.6 times more for the same displaced protein (FUF-07)",GLEAM on the package's carcass basis is the central value; Poore and Nemecek sets the high bound.,working-papers/wave7/lines/L3-funder-units/L3-funder-units.md,"Version 0.4 (wave7, actor check and expansion). The package's 0.15 protein factor is above GLEAM's implied 0.118 (pig) and 0.139 (chicken), which explains part of the gap."
DG-275,Emission intensity of meat: regional or global literature,"GLEAM regional values for E and SE Asia, higher because of lower productivity and soy land-use change (FUF-04; FUF-05)","Heller et al. apply global LCA-literature averages to Vietnam: beef 33 kg CO2e per kg boneless, 6 times pork and 9.8 times poultry; regional factors raise diet totals by 14 to 22% (FUF-06)",Regional GLEAM values used; they model the production systems Vietnam has.,working-papers/wave7/lines/L3-funder-units/L3-funder-units.md,"Version 0.4 (wave7, actor check and expansion). Different functional units (carcass against boneless edible)."
DG-276,Animals spared per institutional meal,"ACE's estimate for Sinergia Animal (Argentina, Colombia, Indonesia, 2023): 134,000 animals for 998,000 meals, about 0.134 animals per meal (AFN-26)","Our Vietnamese estimate: about 0.020 animals per meal at the national meat mix, 0.0016 for a pork dish and 0.055 for a chicken dish (our calculation, FUF-03)",Both kept. ACE's rate should not be applied to Vietnam; the gap comes from Vietnam's pork-heavy mix and probably from fish and species weighting in ACE's expert estimate.,working-papers/wave7/lines/L3-funder-units/L3-funder-units.md,"Version 0.4 (wave7, actor check and expansion). ACE's method used an external expert (Welfare Footprint Project); details not read."
