record_id,topic,country,year,count,per_10k_country_output,query_or_oql,source_ids,notes
BTF-186,core_basket,ID,2020,27,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter ID; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-187,core_basket,ID,2021,34,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter ID; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-188,core_basket,ID,2022,46,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter ID; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-189,core_basket,ID,2023,48,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter ID; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-190,core_basket,ID,2024,69,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter ID; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-191,core_basket,ID,2025,86,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter ID; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-192,core_basket,ID,2026,89,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter ID; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,2026 partial year (to 24 Sep 2026)
BTF-193,core_basket,PH,2015,5,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-194,core_basket,PH,2016,4,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-195,core_basket,PH,2017,2,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-196,core_basket,PH,2018,3,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-197,core_basket,PH,2019,3,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-198,core_basket,PH,2020,1,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-199,core_basket,PH,2021,4,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-200,core_basket,PH,2022,4,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-201,core_basket,PH,2023,5,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-202,core_basket,PH,2024,9,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-203,core_basket,PH,2025,17,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-204,core_basket,PH,2026,15,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter PH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,2026 partial year (to 24 Sep 2026)
BTF-205,cultivated_meat,VN,2015-2025,1,0.057,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.06; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.21
BTF-206,cultivated_meat,TH,2015-2025,16,0.68,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.68; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.49
BTF-207,cultivated_meat,MY,2015-2025,32,0.711,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.71; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.61
BTF-208,cultivated_meat,SG,2015-2025,81,3.278,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 3.28; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 12.03
BTF-209,cultivated_meat,ID,2015-2025,17,0.06,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,"country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.06; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.22; Indonesia total inflated by national-journal indexing, so intensity understated"
BTF-210,cultivated_meat,PH,2015-2025,1,0.098,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.10; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.36
BTF-211,cultivated_meat,CN,2015-2025,260,0.358,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.36; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.31
BTF-212,cultivated_meat,US,2015-2025,306,0.378,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.38; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.39
BTF-213,cultivated_meat,KR,2015-2025,203,1.962,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 1.96; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 7.20
BTF-214,cultivated_meat,IN,2015-2025,64,0.257,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.26; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.94
BTF-215,cultivated_meat,JP,2015-2025,66,0.421,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""in vitro meat"" OR ""cell-cultured meat"" OR ""cultivated seafood"" OR ""cell-based seafood"" OR ""cultured fish meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.42; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.54
BTF-216,gas_fermentation_protein,VN,2015-2025,2,0.114,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.11; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 3.07
BTF-217,gas_fermentation_protein,TH,2015-2025,4,0.17,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.17; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 4.60
BTF-218,gas_fermentation_protein,MY,2015-2025,5,0.111,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.11; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 3.01
BTF-219,gas_fermentation_protein,SG,2015-2025,2,0.081,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.08; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.19
BTF-220,gas_fermentation_protein,ID,2015-2025,6,0.021,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,"country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.02; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.58; Indonesia total inflated by national-journal indexing, so intensity understated"
BTF-221,gas_fermentation_protein,PH,2015-2025,0,0.0,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.00; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.00
BTF-222,gas_fermentation_protein,CN,2015-2025,57,0.078,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.08; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.12
BTF-223,gas_fermentation_protein,US,2015-2025,30,0.037,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""bacterial protein"") AND (""hydrogen-oxidizing"" OR ""hydrogen-oxidising"" OR ""hydrogen oxidizing"" OR ""knallgas"" OR ""power-to-protein"" OR ""gas fermentation"" OR ""methanotroph"" OR ""methanotrophic"" OR ""methane-oxidizing"" OR ""Cupriavidus necator"" OR ""carbon dioxide"" OR ""CO2"")",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.04; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.00
