record_id,platform,channel_type,category,subcategory,plant_or_animal,product_name_vi,product_name_en,origin,sold_unit,quantity_per_sold_unit,quantity_unit,listed_price_vnd,vnd_per_l_or_kg,in_stock,orderable,units_sold_counter,counter_basis,volume_sold_l_or_kg,protein_claim_in_name,protein_g_per_100,protein_basis,vnd_per_100g_protein,protein_sold_kg,url,source_ids,evidence_label,confidence,demand_evidence_type,notes
ECR-K101,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc xích Phomai Vissan 200g,Vissan Cheese Sausage 200g,Vietnam,pack,0.2,kg,,,no,no,3,cumulative platform counter (totalSold field in page data); period and start date not stated,0.6,no,,,,,https://kamereo.vn/products/xuc-xich-phomai-vissan-200g-M112,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K102,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Đức Vissan 33g x 6 Cây,Vissan German Sausage 33g x 6 Sticks,Vietnam,pack,0.198,kg,55000,277778,no,no,2,cumulative platform counter (totalSold field in page data); period and start date not stated,0.4,no,,,,,https://kamereo.vn/products/xuc-xich-duc-vissan-33g-x-6-cay-M043,ECR-06,VN-direct,Medium,revealed,
ECR-K103,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc xích Heo Vissan 70g x 4 Cây,Vissan Pork Sausage 70g x 4 Sticks,Vietnam,pack,0.28,kg,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,,,,https://kamereo.vn/products/xuc-xich-heo-vissan-70g-x-4-cay-M143,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K104,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Parit Vissan 30g x 9 Cây,Vissan Parit Sausage 30g x 9 Sticks,Vietnam,pack,0.27,kg,89000,329630,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,,,,https://kamereo.vn/products/xuc-xich-parit-vissan-30g-x-9-cay-M047,ECR-06,VN-direct,Medium,revealed,
ECR-K105,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,egg tofu (made with egg; not soy tofu),animal,Đậu Hũ Trứng Ichi Sakura 160g,Ichi Sakura Egg Tofu 160g,Vietnam,pieces,0.16,kg,12960,81000,yes,yes,277,cumulative platform counter (totalSold field in page data); period and start date not stated,44.3,no,,,,,https://kamereo.vn/products/dau-hu-trung-ichi-sakura-160g-GRO524,ECR-06,VN-direct,Medium,revealed,
ECR-K106,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,egg tofu (made with egg; not soy tofu),animal,Đậu Hũ Trứng Fuji San 240g,Fuji San Egg Tofu 240g,Vietnam,pieces,0.24,kg,20520,85500,yes,yes,101,cumulative platform counter (totalSold field in page data); period and start date not stated,24.2,no,,,,,https://kamereo.vn/products/dau-hu-trung-fuji-san-240g-GRO517,ECR-06,VN-direct,Medium,revealed,
ECR-K107,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,egg tofu (made with egg; not soy tofu),animal,Tàu Hũ Trứng 240g,Tàu Hũ Trứng 240g,Vietnam,pack,0.24,kg,14092,58717,no,no,42,cumulative platform counter (totalSold field in page data); period and start date not stated,10.1,no,,,,,https://kamereo.vn/products/tau-hu-trung-240g-EX325,ECR-06,VN-direct,Medium,revealed,
ECR-K108,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,egg tofu (made with egg; not soy tofu),animal,Tàu Hũ Trứng Ichi-Sakura 160g,Ichi-Sakura Egg Tofu 160g,Vietnam,piece_cai,0.16,kg,10286,64288,no,no,5,cumulative platform counter (totalSold field in page data); period and start date not stated,0.8,no,,,,,https://kamereo.vn/products/tau-hu-trung-ichi-sakura-160g-A429,ECR-06,VN-direct,Medium,revealed,
ECR-K109,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Non Vị Nguyên 280g,Vi Nguyen Kinu Tofu 280g,Vietnam,pack,0.28,kg,13500,48214,yes,yes,189347,cumulative platform counter (totalSold field in page data); period and start date not stated,53017.2,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",96816,2640.3,https://kamereo.vn/products/dau-hu-non-vi-nguyen-280g-A712,ECR-06; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K110,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Trắng (Đậu Phụ Trắng),Tofu,Vietnam,pieces,0.07,kg,5940,84857,yes,yes,78058,cumulative platform counter (totalSold field in page data); period and start date not stated,5464.1,no,10.9,FCT 3025 tofu (DIE-12); label not on page,77851,595.6,https://kamereo.vn/products/dau-hu-trang-dau-phu-trang-A377,ECR-06; CPC-12; DIE-12,VN-direct,Low,revealed,
ECR-K111,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Ta Vị Nguyên 280g,Vi Nguyen Momen Tofu 280g,Vietnam,pack,0.28,kg,13500,48214,yes,yes,66034,cumulative platform counter (totalSold field in page data); period and start date not stated,18489.5,no,10.9,FCT 3025 tofu (DIE-12); label not on page,44233,2015.4,https://kamereo.vn/products/dau-hu-ta-vi-nguyen-280g-A713,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K112,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Chiên,Fried Tofu,Vietnam,pieces,0.06,kg,5940,99000,yes,yes,55738,cumulative platform counter (totalSold field in page data); period and start date not stated,3344.3,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/dau-hu-chien-K278,ECR-06,VN-direct,Medium,revealed,
ECR-K113,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Da Aburaage Đông Lạnh Vị Nguyên Gói 3 Miếng,Vi Nguyen Frozen Aburaage Tofu Pack 3 Pieces,Vietnam,pack,,,31860,,yes,yes,4809,cumulative platform counter (totalSold field in page data); period and start date not stated,,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/dau-hu-da-aburaage-dong-lanh-vi-nguyen-goi-3-mieng-A710,ECR-06,VN-direct,Medium,revealed,pack weight not stated; no volume conversion
ECR-K114,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Non Ichiban 330g,Ichiban Silken Tofu 330g,Vietnam,pieces,0.33,kg,12420,37636,yes,yes,507,cumulative platform counter (totalSold field in page data); period and start date not stated,167.3,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",75575,8.3,https://kamereo.vn/products/dau-hu-non-ichiban-330g-GRO519,ECR-06; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K115,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Ome Ichiban 330g,Ichiban Firm Tofu (Ome) 330g,Vietnam,box,0.33,kg,12960,39273,yes,yes,185,cumulative platform counter (totalSold field in page data); period and start date not stated,61.1,no,10.9,FCT 3025 tofu (DIE-12); label not on page,36030,6.7,https://kamereo.vn/products/dau-hu-ome-ichiban-330g-GRO520,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K116,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Momen Ichiban 330g,Ichiban Momen Tofu 330g,Vietnam,box,0.33,kg,14040,42545,no,yes,121,cumulative platform counter (totalSold field in page data); period and start date not stated,39.9,no,8.92,"label, same SKU (FORM-01 P129)",47697,3.6,https://kamereo.vn/products/dau-hu-momen-ichiban-330g-GRO521,ECR-06; CPC-12; FORM-01,VN-direct,Medium,revealed,
ECR-K117,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Trắng Fuji San 220g,Fuji San White Tofu 220g,Vietnam,pieces,0.22,kg,8640,39273,yes,yes,119,cumulative platform counter (totalSold field in page data); period and start date not stated,26.2,no,10.9,FCT 3025 tofu (DIE-12); label not on page,36030,2.9,https://kamereo.vn/products/dau-hu-trang-fuji-san-220g-GRO518,ECR-06; CPC-12; DIE-12,VN-direct,Low,revealed,
ECR-K118,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Trắng Ichi Sakura 240g,Ichi Sakura White Tofu 240g,Vietnam,pieces,0.24,kg,8640,36000,yes,yes,98,cumulative platform counter (totalSold field in page data); period and start date not stated,23.5,no,10.9,FCT 3025 tofu (DIE-12); label not on page,33028,2.6,https://kamereo.vn/products/dau-hu-trang-ichi-sakura-240g-GRO525,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K119,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Trắng Lớn 300g,Tàu Hũ Trắng Lớn 300g,Vietnam,pack,0.3,kg,8126,27087,no,no,76,cumulative platform counter (totalSold field in page data); period and start date not stated,22.8,no,10.9,FCT 3025 tofu (DIE-12); label not on page,24850,2.5,https://kamereo.vn/products/tau-hu-trang-lon-300g-EX323,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K120,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Lụa Cây Vị Nguyên 220g,Vi Nguyen Silk Tofu 220g,Vietnam,piece_cai,0.22,kg,9180,41727,no,no,66,cumulative platform counter (totalSold field in page data); period and start date not stated,14.5,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",83790,0.7,https://kamereo.vn/products/dau-hu-lua-cay-vi-nguyen-220g-GRO105,ECR-06; CPC-12; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K121,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hủ Non Beany 300g,Beany Soft Tofu 300g,Vietnam,box,0.3,kg,12000,40000,no,no,58,cumulative platform counter (totalSold field in page data); period and start date not stated,17.4,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",80321,0.9,https://kamereo.vn/products/dau-hu-non-beany-300g-A818,ECR-06; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K122,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ MOMEN chiên 300g,MOMEN Fried Tofu 300g,Vietnam,pack,0.3,kg,11314,37713,no,no,45,cumulative platform counter (totalSold field in page data); period and start date not stated,13.5,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/tau-hu-momen-chien-300g-G043,ECR-06,VN-direct,Medium,revealed,
ECR-K123,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hủ Trắng Beany 300g,Beany Tofu 300g,Vietnam,box,0.3,kg,12000,40000,no,no,43,cumulative platform counter (totalSold field in page data); period and start date not stated,12.9,no,10.9,FCT 3025 tofu (DIE-12); label not on page,36697,1.4,https://kamereo.vn/products/dau-hu-trang-beany-300g-A819,ECR-06; CPC-12; DIE-12,VN-direct,Low,revealed,
ECR-K124,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Chiên Ichi Sakura 500g,Ichi Sakura Fried Tofu 500g,Vietnam,box,0.5,kg,28080,56160,yes,yes,36,cumulative platform counter (totalSold field in page data); period and start date not stated,18.0,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/dau-hu-chien-ichi-sakura-500g-GRO526,ECR-06,VN-direct,Medium,revealed,
ECR-K125,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hủ Chiên Beany 280g,Beany Fried Tofu 280g,Vietnam,pack,0.28,kg,15000,53571,no,no,35,cumulative platform counter (totalSold field in page data); period and start date not stated,9.8,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/dau-hu-chien-beany-280g-A820,ECR-06,VN-direct,Medium,revealed,
ECR-K126,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Chiên Momen 300g,Tàu Hũ Chiên Momen 300g,Vietnam,pack,0.3,kg,11520,38400,no,no,34,cumulative platform counter (totalSold field in page data); period and start date not stated,10.2,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/tau-hu-chien-momen-300g-EX324,ECR-06,VN-direct,Medium,revealed,
ECR-K127,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Non Ichiban 300g,Tàu Hũ Non Ichiban 300g,Vietnam,pack,0.3,kg,10595,35317,no,no,32,cumulative platform counter (totalSold field in page data); period and start date not stated,9.6,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",70917,0.5,https://kamereo.vn/products/tau-hu-non-ichiban-300g-EX322,ECR-06; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K128,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Non Vina 300g,Tàu Hũ Non Vina 300g,Vietnam,pack,0.3,kg,9772,32573,no,no,32,cumulative platform counter (totalSold field in page data); period and start date not stated,9.6,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",65408,0.5,https://kamereo.vn/products/tau-hu-non-vina-300g-EX327,ECR-06; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K129,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Non Ichi-Sakura 350g,Ichi-Sakura Fresh Tofu 350g,Vietnam,pack,0.35,kg,10286,29389,no,no,30,cumulative platform counter (totalSold field in page data); period and start date not stated,10.5,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",59013,0.5,https://kamereo.vn/products/tau-hu-non-ichi-sakura-350g-G044,ECR-06; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K130,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Trắng Vina 220g,Tàu Hũ Trắng Vina 220g,Vietnam,pack,0.22,kg,6171,28050,no,no,30,cumulative platform counter (totalSold field in page data); period and start date not stated,6.6,no,10.9,FCT 3025 tofu (DIE-12); label not on page,25734,0.7,https://kamereo.vn/products/tau-hu-trang-vina-220g-EX326,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K131,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Trắng Sakura 240g,Tàu Hũ Trắng Sakura 240g,Vietnam,pack,0.24,kg,6685,27854,no,no,22,cumulative platform counter (totalSold field in page data); period and start date not stated,5.3,no,10.9,FCT 3025 tofu (DIE-12); label not on page,25554,0.6,https://kamereo.vn/products/tau-hu-trang-sakura-240g-EX321,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K132,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Non Ichiban 300g,Ichiban Young Tofu 300g,Vietnam,box,0.3,kg,11314,37713,no,no,20,cumulative platform counter (totalSold field in page data); period and start date not stated,6.0,no,4.98,"silken tofu label, Co.op Select (FORM-01 P132; Co.op Select tofu is made by Vi Nguyen or Thai Corp, CPC-15); borrowed",75730,0.3,https://kamereo.vn/products/dau-hu-non-ichiban-300g-A378,ECR-06; FORM-01; CPC-15,VN-direct,Low,revealed,
ECR-K133,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ OME Mềm 300g,OME Soft Tofu 300g,Vietnam,pack,0.3,kg,10286,34287,no,no,15,cumulative platform counter (totalSold field in page data); period and start date not stated,4.5,no,10.9,FCT 3025 tofu (DIE-12); label not on page,31456,0.5,https://kamereo.vn/products/tau-hu-ome-mem-300g-G045,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K134,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Trắng Ichi-Sakura 350g,Ichi-Sakura White Tofu 350g,Vietnam,pack,0.35,kg,10286,29389,no,no,15,cumulative platform counter (totalSold field in page data); period and start date not stated,5.2,no,10.9,FCT 3025 tofu (DIE-12); label not on page,26962,0.6,https://kamereo.vn/products/tau-hu-trang-ichi-sakura-350g-G046,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K135,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Miếng Chiên Ichiban 230g,Ichiban Fried Tofu 230g,Vietnam,box,0.23,kg,18900,82174,yes,yes,13,cumulative platform counter (totalSold field in page data); period and start date not stated,3.0,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/dau-hu-mieng-chien-ichiban-230g-GRO522,ECR-06,VN-direct,Medium,revealed,
ECR-K136,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Trắng Ichi-Sakura 240g,Ichi-Sakura White Tofu 240g,Vietnam,pack,0.24,kg,7200,30000,no,no,5,cumulative platform counter (totalSold field in page data); period and start date not stated,1.2,no,10.9,FCT 3025 tofu (DIE-12); label not on page,27523,0.1,https://kamereo.vn/products/tau-hu-trang-ichi-sakura-240g-A428,ECR-06; DIE-12,VN-direct,Low,revealed,
ECR-K137,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Ky Tươi (Lá),Ky Tofu,Vietnam,kilogram,1.0,kg,,,no,no,1,cumulative platform counter (totalSold field in page data); period and start date not stated,1.0,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/dau-hu-ky-tuoi-la-A376,ECR-06; CPC-12,VN-direct,Medium,revealed,no price shown
ECR-K138,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Chiên Phồng Ichiban 300g,Ichiban Fried Tofu 300g,Vietnam,pack,0.3,kg,23657,78857,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/dau-hu-chien-phong-ichiban-300g-A446,ECR-06,VN-direct,Medium,revealed,
ECR-K139,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Đậu Hũ Trắng (Đậu Phụ Trắng) 1kg,Tofu 1kg,Vietnam,kilogram,1.0,kg,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,10.9,FCT 3025 tofu (DIE-12); label not on page,,0.0,https://kamereo.vn/products/dau-hu-trang-dau-phu-trang-1kg-T001,ECR-06; DIE-12,VN-direct,Low,revealed,no price shown
ECR-K140,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),tofu and soy,soy tofu,plant,Tàu Hũ Làng Mơ,Mo Village Tofu,Vietnam,pack,,,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,,no,,"no label or FCT value used for fried tofu, tofu skin or unspecified tofu",,,https://kamereo.vn/products/tau-hu-lang-mo-A436,ECR-06,VN-direct,Medium,revealed,no price shown; pack weight not stated; no volume conversion
ECR-C001,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),fresh meat and eggs (comparators),meat comparator,animal,,Frozen minced pork CP 1 kg,Vietnam,pack,1.0,kg,114450,114450,yes,yes,24769,cumulative platform counter; read by wave 7 on 25 September 2026,24769.0,no,16.5,"FCT 7018 (DIE-12), as wave 7 B2B-18",69364,4086.9,,CPC-12; DIE-12,VN-direct,Medium,revealed,Reused from wave 7 L4 (data_b2b_competitor_prices.csv); not re-read by this line
ECR-C002,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),fresh meat and eggs (comparators),meat comparator,animal,,Frozen minced pork JAPFA 1 kg,Vietnam,pack,1.0,kg,121800,121800,yes,yes,1790,cumulative platform counter; read by wave 7 on 25 September 2026,1790.0,no,16.5,"FCT 7018 (DIE-12), as wave 7 B2B-19",73818,295.4,,CPC-12; DIE-12,VN-direct,Medium,revealed,Reused from wave 7 L4 (data_b2b_competitor_prices.csv); not re-read by this line
ECR-C003,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),fresh meat and eggs (comparators),meat comparator,animal,,Fresh chicken breast CP 1 kg,Vietnam,pack,1.0,kg,97650,97650,yes,yes,70297,cumulative platform counter; read by wave 7 on 25 September 2026,70297.0,no,20.3,"FCT 7013 (DIE-12), as wave 7 B2B-21",48103,14270.3,,CPC-12; DIE-12,VN-direct,Medium,revealed,Reused from wave 7 L4 (data_b2b_competitor_prices.csv); not re-read by this line
ECR-C004,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),fresh meat and eggs (comparators),egg comparator,animal,,"CP eggs 61 g, box of 10",Vietnam,box,0.525,kg edible,34125,,yes,yes,284699,cumulative platform counter; read by wave 7 on 25 September 2026,149353.1,no,14.8,"FCT 9001 (DIE-12), edible share 0.86, as wave 7 B2B-22",43952,22104.3,,CPC-12; DIE-12,VN-direct,Medium,revealed,Reused from wave 7 L4 (data_b2b_competitor_prices.csv); not re-read by this line
ECR-C005,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),fresh meat and eggs (comparators),meat comparator,animal,,Frozen pork shoulder CP 1 kg,Vietnam,pack,1.0,kg,145950,145950,yes,yes,5210,cumulative platform counter; read by wave 7 on 25 September 2026,5210.0,no,,not converted in wave 7,,,,CPC-12; DIE-12,VN-direct,Medium,revealed,Reused from wave 7 L4 (data_b2b_competitor_prices.csv); not re-read by this line
ECR-A001,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Vinamilk Green Farm khong duong 110 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,27000; 316000,,,,,no counter shown,,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A002,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Vinamilk Green Farm khong duong 180 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,51000; 605000,,,,64,"'Da ban' shown as '64' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A003,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Vinamilk Green Farm A2 180 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,56000; 658000,,,,150,"'Da ban' shown as '150' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A004,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Vinamilk Green Farm A2 110 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,37000; 427000,,,,361,"'Da ban' shown as '361' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only; star rating 5"
ECR-A005,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi Dutch Lady OmegaSmart it duong 180 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,40000; 480000,,,,290,"'Da ban' shown as '290' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A006,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi Dutch Lady OmegaSmart it duong 110 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,26000; 312000,,,,249,"'Da ban' shown as '249' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only; star rating 5"
ECR-A007,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Dutch Lady cao khoe co duong 110 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,19200; 225000,,,,1400,"'Da ban' shown as '1,4k' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A008,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Dutch Lady cao khoe co duong 170 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,31000; 365000,,,,1000,"'Da ban' shown as '1k' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
