record_id,sku_id,date,city,store,channel_type,product_name,brand_raw,brand,origin_raw,category_raw,format_raw,product_type,as_sold_form,formulation_archetype,primary_protein_source,secondary_protein_sources,non_vegan_flag,key_ingredients,protein_g_per_100,protein_unit,protein_value_basis,energy_kcal_per_100,fat_g_per_100,carbs_g_per_100,sodium_mg_per_100,price_vnd,pack_size,pack_unit,price_per_100g_vnd,price_per_100g_protein_vnd,price_confidence,conv_equiv_price_per_100g_vnd,chay_vs_conv_price_diff_pct,likely_imported_protein_ingredient,brand_owner,ownership_country,manufacturer,plant_location,product_group,data_confidence,source_ids,evidence_label,confidence,notes,field_notes_original
SKU-056,P056,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,Almond Breeze Sữa Hạnh Nhân (almond milk),Almond Breeze (Blue Diamond),Almond Breeze,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,nuts (almond),,,Not found,,per 100 ml,field log (label or collector OSINT),,,,,77000,,ml,,,High,,,Y,Blue Diamond Growers,United States,Imported,Not verified,ALB-almond,Low,FORM-01,VN-direct,Low,Imported (US brand).,"US brand (Blue Diamond Growers); -24% promo tag visible, 77,000đ likely the discounted price. New brand not yet in this dataset; first clearly foreign/Western plant-milk brand logged for Nha Trang retail (vs. the Chinese-owned canned-meat-analog brands already flagged)."
SKU-057,P057,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,"TH true NUT, flavor unconfirmed (walnut/macadamia/almond line)",TH,TH true NUT,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,nuts,possibly cow milk (walnut variant),DAIRY?,Not found,,per 100 ml,field log (label or collector OSINT),,,,,49500,,ml,,,High,,,Y,TH Group (TH true milk),Vietnam,TH,Not verified (TH dairy complex is in Nghệ An; not verified for nut milks),TH-nut,Low,FORM-01,VN-direct,Low,,TH true NUT already logged at Co.opmart Nha Trang; GO! carries a wider flavor range across two shelf rows.
SKU-058,P058,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,Homesoy Sữa Đậu Nành (soy milk),Homesoy,Homesoy,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean,,,Not found,,per 100 ml,field log (label or collector OSINT),,,,,25300,,ml,,,High,,,Y,Not verified,Not verified (log: Vietnam),Not verified,Not verified,HOMESOY,Low,FORM-01; FORM-09,VN-direct,Low,,New brand not yet logged at the other two Nha Trang stores.
SKU-059,P059,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,Veyo Sữa Yến Mạch (oat milk),Veyo / Vinasoy,Veyo (Vinasoy),Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,"Oat beverage 97% (water, oats), brown-rice oil, barley-malt extract, natural and nature-identical flavours, tricalcium phosphate, stabilizers E471/E418/E407, acidity regulator E340(ii), salt, natural vitamin E, vitamins A/D3/B6/B9/B12, magnesium and zinc",,per 100 ml,field log (label or collector OSINT),,,,,24500,,ml,,,High,,,Y,Quang Ngai Sugar JSC (QNS),Vietnam,Vinasoy (QNS),Not verified,VEYO-oat,Medium,FORM-01; FORM-33,VN-direct,Medium,Veyo is a QNS/Vinasoy brand (FORM-33).,New brand not yet logged at the other two Nha Trang stores. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.lottemart.vn/vi-cto/product/sua-yen-mach-veyo-180ml-3-8934614031360-p90446. Brand corrected from Nutifood to Veyo / Vinasoy using exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/.
SKU-060,P060,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,"Fami Canxi (small-format soy milk cup, ~110-125ml)",Fami (Vinasoy),Fami / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean,,,Not found,,per 100 ml,field log (label or collector OSINT),,,,,3700,,ml,,,High,,,Y,"Quang Ngai Sugar JSC (QNS), Vinasoy soy milk unit",Vietnam,Vinasoy (QNS),Quảng Ngãi (Vinasoy factory); other plants not verified this wave,FAMI-cup,Low,FORM-01; FORM-09,VN-direct,Low,,"Distinct small single-serve cup format vs. the boxed cartons already logged at Co.opmart Nha Trang (26,000đ for the large box); same brand, very different price point and pack size. Price read with reasonably high confidence (repeated clearly across several shelf tags)."
SKU-061,P061,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,Sữa Đậu Nành 93 (soy milk box),Nuti,Nutifood,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean,,,Not found,,per 100 ml,field log (label or collector OSINT),,,,,8900,,ml,,,Low,,,Y,Nutifood Nutrition Food JSC,Vietnam,Nutifood,Not verified,NUTI-soy93,Low,FORM-01; FORM-09,VN-direct,Low,,"VERIFY price and exact product name; small-box format, brand/line read from packaging as ""93""/""Soybean"", not fully confirmed."
SKU-062,P062,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,"Sữa Chua Thực Vật 9 Loại Hạt (plant-based yogurt, 9-seed blend)",Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yogurt,plant yogurt/creamer,ready-to-eat,A11,pea protein,oat flour; peanut; almond; walnut; red/black/mung/white bean extracts,,"Plant milk 89% (water, pea protein, oat flour, ground peanut, ground almond, walnut extract, red-bean extract, black-bean extract, mung-bean extract and white-bean extract), sugar, coconut oil, emulsifier E471, flavour, and cultures Streptococcus thermophilus and Lactobacillus bulgaricus",1.9,per 100 g,borrowed from same product label (P123),,,,,38800,400,g,9700,510526,High,,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-yog-9hat,Medium,FORM-01,VN-direct,Medium,Protein 1.9 from same product label (P123).,"First plant-based-yogurt SKU logged anywhere in this dataset; a new format/subtype, not yet covered by the current taxonomy (same gap as plant milk, see Read Me). Pack labeled ""400 g (4 hộp x 100g)"", ""100% Plant-based Yoghurt"", ""Vegan"" cert mark on-pack. Price and pack size read with high confidence (clean, well-lit label). Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://shop.annam-gourmet.com/hcm-est/vi/catalog/product/view/id/71637."
SKU-063,P063,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,"Sữa Chua Thực Vật Yến Mạch Chanh Dây Xoài (plant-based yogurt, oat / passion-fruit / mango)",Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yogurt,plant yogurt/creamer,ready-to-eat,A11,oat (oat milk 79%),pea protein,,"Oat milk 79% (water, oat flour), sugar, passion-fruit and mango preparation 7% (passion-fruit juice/concentrate, mango pieces, sugar, water, E1422/E440, flavour and colour E160a(ii)), pea protein, coconut oil, emulsifier E471, and cultures Streptococcus thermophilus and Lactobacillus bulgaricus",1.6,per 100 g,borrowed from same product label (P122),,,,,38800,400,g,9700,606250,High,,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-yog-oat,Medium,FORM-01,VN-direct,Medium,Protein 1.6 from same product label (P122).,"Same shelf block, brand and price as the 9-seed variant above; second flavor in Vinamilk's plant-based yogurt line. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://new.vinamilk.com.vn/products/sua-chua-an-vinamilk-thuc-vat-yen-mach-chanh-day-xoai-100g."
SKU-064,P064,2026-09-06,Nha Trang,GO! Nha Trang,Modern Retail,"Đậu Hũ (fresh tofu, block)",Song Long,Song Long,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Tofu,tofu,ready-to-cook,A10,soybean (tofu),,,Not found,,per 100 g,field log (label or collector OSINT),,,,,14000,,g,,,High,,,Y,Not verified,Vietnam (per log),Not verified,Not verified,SONGLONG-tofu,Low,FORM-01; FORM-09,VN-direct,Low,Pack size not recorded.,"Refrigerated deli case had multiple Song Long-brand tofu pack sizes (roughly 14,000-31,000đ observed); logged the clearest/smallest price tag as representative rather than guessing at every size. Case also carried fermented tofu (chao), fresh spring-roll wrappers and other soy products not individually itemized here."
SKU-065,P065,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"Men Dinh Dưỡng (Nutritional Yeast, 4.5oz)",Bragg,Bragg,Imported,Plant-based (modern/branded),Nutritional yeast / vegan cooking staple,other,dry,A0,yeast (nutritional yeast),,,"Dried yeast, niacin, pyridoxine hydrochloride (vitamin B6), thiamin hydrochloride (vitamin B1), riboflavin (vitamin B2), folic acid (vitamin B9) and cyanocobalamin (vitamin B12)",,per 100 g,field log (label or collector OSINT),,,,,290000,,g,,,High,,,Y,Bragg Live Food Products,United States,Imported,Not verified,BRAGG,Medium,FORM-01,VN-direct,Medium,Imported finished product (US).,"TAXONOMY FLAG: doesn't fit cleanly into the mock-meat/tofu or plant-milk shape of the current category list; logged under Plant-based (modern/branded) as the closest fit. A vegan cooking/B12 staple, not a meat or dairy analog itself. Shelved among general imported baking goods (pancake mix, instant yeast, boba pearls), not a signed vegetarian section. High price for a small jar reflects import cost. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.bragg.com/products/nutritional-yeast?country=US&currency=USD&variant=39565574537312."
SKU-066,P066,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"MilkLab Coconut (plant-based beverage for coffee, 1L)",MilkLab,MilkLab,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,coconut (15% cream),plant protein (unspecified),,"Water, coconut cream 15%, sugar, plant protein, calcium, gellan gum, xanthan gum, salt and natural flavour",,per 100 ml,field log (label or collector OSINT),,,,,90000,1000,ml,9000,,High,,,Y,Noumi Ltd (believed),Australia,Imported,Not verified,MLAB-coco,Medium,FORM-01,VN-direct,Medium,Imported (Australia).,"Australian barista-focused plant-milk brand; shelved alongside MilkLab's own dairy line and other imported UHT milks, not in a dedicated plant-based section. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.milklab.com.au/barista-milk/coconut."
SKU-067,P067,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"MilkLab Oat (plant-based beverage for coffee, 1L)",MilkLab,MilkLab,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,"Water, Australian oats 10%, canola oil, calcium, phosphorus and salt",,per 100 ml,field log (label or collector OSINT),,,,,90000,1000,ml,9000,,High,,,Y,Noumi Ltd (believed),Australia,Imported,Not verified,MLAB-oat,Medium,FORM-01,VN-direct,Medium,Imported (Australia).,Same shelf block as the MilkLab Coconut row above. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.milklab.com.au/barista-milk/oat.
SKU-068,P068,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"Alternative Dairy Co. Barista Oat (""Aussie Made"", 1L)",Alternative Dairy Co,Alternative Dairy Co,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,"Filtered water, ground Australian oats 9%, sunflower oil, canola oil, phosphorus, calcium and sea salt",0.8,per 100 ml,field log (label or collector OSINT),55,3,6.1,48,58000,1000,ml,5800,725000,High,,,Y,Not verified,Australia,Imported,Not verified,ADC-oat,Medium,FORM-01,VN-direct,Medium,Imported (Australia).,"Another Australian barista-oat import, new brand for this dataset. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://altdairyco.com/hk/products/oat-milk."
SKU-069,P069,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"Oatly Original Oat Drink, Barista Edition (1L)",Oatly,Oatly,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,"Water, oats 10%, rapeseed oil, acidity regulator dipotassium phosphate, calcium carbonate, potassium iodide, salt, and vitamins D2/B2/B12",1.1,per 100 ml,field log (label or collector OSINT),61,3,7.1,40,98000,1000,ml,9800,890909,High,,,Y,Oatly Group AB,Sweden,Imported,Not verified,OATLY-barista,Medium,FORM-01,VN-direct,Medium,Imported (Sweden brand).,First Oatly sighting in this dataset; the flagship global modern plant-milk brand (Sweden). Notably the most expensive plant milk logged so far. Ingredients/nutrition supplemented from exact-product OSINT; Sodium derived from the official 0.10 g salt/100 ml declaration. accessed 2026-09-22: https://www.oatly.com/en-gb/products/oat-drink/oat-drink-barista-edition-1l.
SKU-070,P070,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"Sữa Hạt 9 Loại Hạt, small single-serve (180ml)",Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean (inferred; 9-seed line),peanut; almond; beans,,Not found,,per 100 ml,field log (label or collector OSINT),,,,,14000,180,ml,7778,,High,,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-9hat-bev,Low,FORM-01; FORM-09,VN-direct,Low,Base inferred from Vinamilk 9-seed creamer label (whole-soybean extract).,"Small single-serve carton shelved near the yogurt/butter/cheese section, distinct from the larger cartons already logged elsewhere."
SKU-071,P071,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"137 Degrees nut milk, flavor unconfirmed (Pistachio/Macadamia/Walnut/Almond all on shelf)",137 Degrees,137 Degrees,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,nuts,,,Not found,,per 100 ml,field log (label or collector OSINT),,,,,,,ml,,,High,,,Y,"Simple Foods Co., Ltd (believed Thailand; site does not state)",Thailand (log records Vietnam for Nha Trang rows),Not verified,Not verified,137D-unk,Low,FORM-01,VN-direct,Low,,Confirms a second Nha Trang retail channel for this brand (previously logged at GO! Nha Trang). Price tag not legible in this photo; left blank rather than guessed.
SKU-072,P072,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"Oatside oat milk, flavor unconfirmed (Singapore brand, multiple variants on shelf)",Oatside,Oatside,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,Not found,,per 100 ml,field log (label or collector OSINT),,,,,,,ml,,,High,,,Y,Oatside,Singapore (brand),Imported,Not verified,OATSIDE,Low,FORM-01,VN-direct,Low,Imported (Singapore brand).,"Regionally-relevant Southeast Asian oat-milk brand, new to this dataset. Price tag not legible; left blank."
SKU-073,P073,2026-09-06,Nha Trang,Moonmilk Super Market Nha Trang,Specialty Retail,"So Good Creamy Oat (Indonesia brand, oat milk)",So Good,So Good,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,"Filtered water, milled oats 9%, vegetable oils (sunflower and canola), minerals (phosphorus and calcium), natural flavour, golden syrup, salt, antioxidant ascorbic acid, and vitamins B12/A/B2/D/B1",0.7,per 100 ml,field log (label or collector OSINT),54,2.6,6.5,45,,,ml,,,High,,,Y,Not verified,Australia/Indonesia (log: Indonesia),Imported,Not verified,SOGOOD-oat,Medium,FORM-01,VN-direct,Medium,Imported.,"Indonesian plant-milk brand, new to this dataset. Price tag not legible; left blank. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://sogood.com.au/products/oat-milks/Extra-Creamy-1L."
SKU-074,P074,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Đậu Hũ Trắng (fresh tofu, small tube pack)",Pulmuone,Pulmuone,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Tofu,tofu,ready-to-cook,A10,soybean (tofu),,,Not found,,per 100 g,field log (label or collector OSINT),,,,,11500,,g,,,Low,,,Y,Pulmuone (South Korea),South Korea (VN manufacture not verified),Not verified,Not verified,PULM-tofu-s,Low,FORM-01; FORM-09,VN-direct,Low,Pack size not recorded.,"Pulmuone is South Korean-owned but this appears to be Pulmuone's Vietnam-made line (shelved alongside its other Vietnam-market products); Origin marked local with some uncertainty, flag if this should be Imported instead. Clear digital price tag, high confidence."
SKU-075,P075,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Đậu Hũ Trắng (fresh tofu, larger tube pack)",Pulmuone,Pulmuone,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Tofu,tofu,ready-to-cook,A10,soybean (tofu),,,Not found,,per 100 g,field log (label or collector OSINT),,,,,19500,,g,,,High,,,Y,Pulmuone (South Korea),South Korea (VN manufacture not verified),Not verified,Not verified,PULM-tofu-l,Low,FORM-01; FORM-09,VN-direct,Low,Pack size not recorded.,"Same shelf block as the smaller tofu pack above, larger size."
SKU-076,P076,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Bánh Xếp HQ Nhân Nấm / Healthy Mandu Chay (Korean-style vegetarian mushroom dumplings, 300g)",bibigo,bibigo (CJ Foods Vietnam),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dumplings,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A2,soy protein/TVP,wheat flour (wrapper 29.2%); lotus seed; mushroom,,"Wrapper 29.2% (wheat flour, water, salt, tapioca); yam bean, king oyster mushroom, carrot, shiitake, soy protein, lotus seed, enoki, onion, breadcrumbs, wood-ear mushroom, taro, sesame, mushroom-flavoured vegan oyster sauce, sugar, soy sauce, herbs, vegetable oils, yeast extract, garlic, pepper, salt, fermented rice vinegar, chili and corn starch",,per 100 g,field log (label or collector OSINT),,,,322,56700,300,g,18900,,High,,,Y,CJ CheilJedang (South Korea),South Korea,"CJ Foods Vietnam Co., Ltd","Made in Vietnam (collector OSINT names Kizuna IP, Tây Ninh (former Long An); not verified)",BIB-mandu,Medium,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,VN-direct,Medium,,"Same product line logged at GO! Nha Trang (Healthy Mandu Chay, 300g) at 43,000đ promo / 52,900đ at Lotte Mart; WinMart's 56,700đ is the highest of the three reads so far. Clear digital tag, high confidence. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://aeoneshop.com/product/14817/cj-foods-banh-mandu-healthy-nhan-nam-300g-300g."
SKU-077,P077,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Thịt Nguội Chay Đậu Nành, Original (canned vegetarian soy luncheon meat)",brand tag not legible,unbranded/illegible,Vietnam (local),Plant-based (modern/branded),Canned meat analog,canned analog,ready-to-eat,A6,"soy protein (inferred from ""Soybean"" pack wording)",,,Not found,,per 100 g,field log (label or collector OSINT),,,,,69000,,g,,,Low,,,Y,n/a,n/a,Not verified,Not verified,UNB-luncheon-WM,Low,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,VN-direct,Low,Brand illegible; may be Ông Chà Và/NOSA (same format and price band).,"English on-pack wording (""Soybean"" luncheon meat) suggests a modern-branded line similar to Co.opmart's Ông Chà Và / NOSA canned finds, but brand and origin weren't legible in the photo; Vietnam (local) is a placeholder, verify. Shelved next to olives and tuna cans, not a signed vegetarian section."
SKU-078,P078,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Thịt Heo / Thịt Bò Chay Đậu Nành (canned vegetarian soy pork-like / beef-like, flavor uncertain)",brand tag not legible,unbranded/illegible,Vietnam (local),Plant-based (modern/branded),Canned meat analog,canned analog,ready-to-eat,A6,soy protein (inferred),,,Not found,,per 100 g,field log (label or collector OSINT),,,,,56000,,g,,,High,,,Y,n/a,n/a,Not verified,Not verified,UNB-luncheon-WM2,Low,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,VN-direct,Low,,"Same canned range as the row above; four adjacent SKUs/price tags were visible (69,000 x2, 56,000 x2) but the exact flavor-to-price pairing wasn't fully certain; logged the second price point as a second representative row rather than guessing all four individually."
SKU-079,P079,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Sữa Đậu Nành Óc Chó (walnut soy milk, 180ml)",Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A7,soybean (extract 52.2%),peanut; walnut,,"Soybean extract 52.2%, water, sugar 5%, vegetable oil, ground peanut, walnut extract 5.1 g/L, emulsifiers E471/E460(i)/E466, salt, flavour, bean extracts, acidity regulator E500(ii), and vitamins E/B3/A/D3",2,per 100 ml,field log (label or collector OSINT),68,3.6,6.9,,31600,180,ml,17556,877778,High,,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-soy-walnut,Medium,FORM-01; FORM-09,VN-direct,Medium,,"On promotion: 34,400đ struck through -> 31,600đ (clear digital KHUYẾN MẠI tag). Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://cooponline.vn/products/sua-dau-nanh-vinamilk-oc-cho-loc-4x180ml/."
SKU-080,P080,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Sữa Yến Mạch (oat milk, 180ml x4 multipack)",Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat (oat extract 93%),,,"Oat extract 93% (water and oat flour), vegetable oil, inulin, calcium carbonate, emulsifiers E471/E460(i)/E466, acidity regulator E340(ii), salt and vitamin D3",,per 100 ml,field log (label or collector OSINT),,,,,32000,720,ml,4444,,High,,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-oat,Medium,FORM-01,VN-direct,Medium,Pack 4 x 180 ml = 720 ml (from note).,"On promotion: 44,800đ struck through -> 32,000đ (clear digital KHUYẾN MẠI tag). Pack labeled 180ml x4. Ingredients/nutrition supplemented from exact-product OSINT; Exact-product secondary label transcription. accessed 2026-09-22: https://reviewsua.com/sua-yen-mach-vinamilk/."
SKU-081,P081,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Creamer 9 Loại Hạt (plant-based coffee creamer, 9-seed, 165g tube)",Vinamilk,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based creamer,plant yogurt/creamer,ready-to-eat,A0,soybean (whole-soybean extract) + soy protein,peanut; almond; beans; oat,,"Sugar, plant milk 40.4% (whole-soybean extract, vegetable oil, soy protein, water, ground peanut, ground almond, red-bean extract, walnut extract, oat flour, black-bean extract, mung-bean extract and white-bean extract), maltodextrin, emulsifiers E322(i)/E460(i)/E401/E466/E415, flavour and acidity regulator E500(ii)",,per 100 g,field log (label or collector OSINT),,,,,21900,165,g,13273,,High,,,Y,Vietnam Dairy Products JSC (Vinamilk),Vietnam (state holding company SCIC is the largest shareholder; not verified this wave),Vinamilk,Multiple plants; not verified per SKU,VNM-creamer,Medium,FORM-01; FORM-09; FORM-02; FORM-03; FORM-05; FORM-07,VN-direct,Medium,Sugar is first ingredient; plant milk 40.4%.,"New format/subtype for this dataset; a plant-based squeeze-tube coffee creamer, shelved directly next to Vinamilk's dairy ""Ông Thọ"" creamer line at a similar price point (19,500-24,600đ). On promotion from 23,800đ. Clear digital tag, high confidence. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://new.vinamilk.com.vn/products/vinamilk-creamer-9-loai-hat-sca_clone_freegift."
SKU-082,P082,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,137 Degrees Almond Milk,137 Degrees,137 Degrees,Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,nuts (almond),sunflower seed,,"Fresh almond milk 94% (from whole California almonds), sunflower seeds 5% and organic coconut-flower nectar 1%",,per 100 ml,field log (label or collector OSINT),,,,,93000,,ml,,,High,,,Y,"Simple Foods Co., Ltd (believed Thailand; site does not state)",Thailand (log records Vietnam for Nha Trang rows),Not verified,Not verified,137D-almond,Medium,FORM-01; FORM-38,VN-direct,Medium,Imported (Thailand).,"""Mua 1 Tặng 1"" (buy-one-get-one) promo tag. Third Nha Trang store confirming this brand's distribution (after GO! and Moonmilk); genuinely widespread, not a one-off. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.simplefoods.net/almondoriginal."
SKU-083,P083,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,Oatly Original Oat Drink,Oatly,Oatly,Imported,Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,"Water, oats 10%, rapeseed oil, acidity regulator dipotassium phosphate, calcium carbonate, potassium iodide, salt, and vitamins D2/B2/B12",1.1,per 100 ml,field log (label or collector OSINT),47,1.4,7.1,40,98000,,ml,,,High,,,Y,Oatly Group AB,Sweden,Imported,Not verified,OATLY-orig,Medium,FORM-01,VN-direct,Medium,Imported.,"Same price as at Moonmilk (98,000đ); and notably, WinMart is a mainstream supermarket chain, not a specialty importer, so this is evidence Oatly has real distribution reach in Nha Trang beyond niche stores. Ingredients/nutrition supplemented from exact-product OSINT; Current official Oatly Original/Semi formulation; sodium derived from 0.10 g salt/100 ml. accessed 2026-09-22: https://www.oatly.com/en-gb/products/oat-drink/oat-drink-semi-1-5-1l."
SKU-084,P084,2026-09-06,Nha Trang,WinMart Nha Trang (Vincom Lê Thánh Tôn),Modern Retail,"Veyo Sữa Yến Mạch (oat milk, promo price)",Veyo / Vinasoy,Veyo (Vinasoy),Vietnam (local),Plant-based (modern/branded),Plant milk,plant milk,beverage,A9,oat,,,"Oat beverage 97% (water, oats), brown-rice oil, barley-malt extract, natural and nature-identical flavours, tricalcium phosphate, stabilizers E471/E418/E407, acidity regulator E340(ii), salt, natural vitamin E, vitamins A/D3/B6/B9/B12, magnesium and zinc",,per 100 ml,field log (label or collector OSINT),,,,,26000,,ml,,,High,,,Y,Quang Ngai Sugar JSC (QNS),Vietnam,Vinasoy (QNS),Not verified,VEYO-oat,Medium,FORM-01; FORM-33,VN-direct,Medium,,"Consistent with the 24,500đ read at GO! Nha Trang; same brand, similar price band. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.lottemart.vn/vi-cto/product/sua-yen-mach-veyo-180ml-3-8934614031360-p90446. Brand corrected from Nutifood to Veyo / Vinasoy using exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/."
SKU-085,P085,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Sườn Non Chay,Xuân Hồng,Xuân Hồng,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried soy/wheat meat analog,dried TVP/soy chunks,dry,A5,soy protein/TVP,soy flour; wheat gluten; wheat flour,,"Soy protein, soy flour, wheat gluten, wheat flour",65.2,per 100 g,field log (label or collector OSINT),334.5,3.1,11.5,818.2,,150,g,,,Low,,,Y,Not verified (brand site unreachable),Vietnam (assumed),Not verified,Not verified,XH-suonnon,High,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,VN-direct,High,No price paired.,Front/back label clear in IMG_0952 to 0953; shelf price was not unambiguously paired.
