reporter,partner,flow,hs_code,hs_label,year,month,value_usd,net_weight_t,unit_value_usd_per_kg,weight_estimated,lunar_calendar_note,source_ids,evidence_label,confidence,demand_evidence_type,notes
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2021,11,4758737,2641.4,1.8,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2021,12,5106667,2491.2,2.05,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,1,4232188,1785.5,2.37,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,2,3232002,2010.4,1.61,no,Tet month (lunar 1/1 on 2022-02-01),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,3,6945809,3123.8,2.22,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,4,8678634,1581.2,5.49,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,5,8867463,2192.5,4.04,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,6,10154497,1832.7,5.54,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,7,3233568,1584.9,2.04,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,8,5870504,1341.7,4.38,no,Vu Lan month (lunar 7/15 on 2022-08-12),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,9,4806587,1317.0,3.65,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,10,3295675,1482.5,2.22,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,11,3483963,1699.2,2.05,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2022,12,4052317,2355.1,1.72,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,1,9362932,2585.8,3.62,no,Tet month (lunar 1/1 on 2023-01-22),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,2,6805357,2486.9,2.74,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,3,8127580,2618.5,3.1,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,4,5587694,2779.2,2.01,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,5,8032039,2647.2,3.03,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,6,9254705,2183.7,4.24,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,7,5667972,1685.9,3.36,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,8,3206974,1783.5,1.8,no,Vu Lan month (lunar 7/15 on 2023-08-30),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,9,3181294,1858.7,1.71,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,10,2748552,1908.8,1.44,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,11,3361441,2069.6,1.62,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2023,12,4718220,3561.8,1.32,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,1,3596873,2487.9,1.45,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,2,2588951,2080.5,1.24,no,Tet month (lunar 1/1 on 2024-02-10),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,3,4356792,2773.2,1.57,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,4,3224229,2054.0,1.57,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,5,3209014,2032.0,1.58,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,6,2810764,2088.8,1.35,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,7,2616967,1759.1,1.49,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,8,3142126,1751.3,1.79,no,Vu Lan month (lunar 7/15 on 2024-08-18),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,9,2797694,1728.8,1.62,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,10,3350441,2327.3,1.44,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,11,3734419,2333.9,1.6,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,230990,"animal feed preparations (2309.90), feed control",2024,12,2996256,2841.8,1.05,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,1,1363591,424.6,3.21,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,2,480724,182.4,2.64,no,Tet month (lunar 1/1 on 2019-02-05),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,3,655197,286.5,2.29,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,4,1238829,360.9,3.43,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,5,1293341,508.4,2.54,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,6,871327,351.8,2.48,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,7,977637,426.8,2.29,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,8,755009,346.1,2.18,no,Vu Lan month (lunar 7/15 on 2019-08-15),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,9,1076843,466.7,2.31,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,10,613836,277.8,2.21,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,11,788486,309.1,2.55,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2019,12,800828,355.3,2.25,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,1,1317753,591.0,2.23,no,Tet month (lunar 1/1 on 2020-01-25),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,2,789874,369.0,2.14,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,3,1666504,582.0,2.86,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,4,2637529,509.3,5.18,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,5,1395846,488.6,2.86,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,6,1828937,384.9,4.75,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,7,1560602,310.6,5.02,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,8,1136658,286.0,3.97,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,9,1025172,289.7,3.54,no,Vu Lan month (lunar 7/15 on 2020-09-02),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,10,870449,273.3,3.19,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,11,1205899,442.6,2.72,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2020,12,1398207,455.2,3.07,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,1,1661779,522.8,3.18,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,2,1240268,390.3,3.18,no,Tet month (lunar 1/1 on 2021-02-12),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,3,1691617,544.6,3.11,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,4,1495571,500.2,2.99,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,5,662650,221.6,2.99,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,6,629480,172.9,3.64,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,7,1302239,431.1,3.02,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,8,1288676,396.7,3.25,yes,Vu Lan month (lunar 7/15 on 2021-08-22),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,9,908344,308.4,2.95,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,10,1816068,571.8,3.18,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,11,1525523,473.0,3.22,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2021,12,1578368,612.4,2.58,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,1,1719621,477.1,3.6,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,2,1846846,508.8,3.63,no,Tet month (lunar 1/1 on 2022-02-01),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,3,1476807,507.6,2.91,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,4,2230156,866.7,2.57,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,5,1561238,1115.5,1.4,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,6,1810115,969.6,1.87,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,7,2262835,626.1,3.61,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,8,1039233,619.1,1.68,no,Vu Lan month (lunar 7/15 on 2022-08-12),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,9,1126999,453.5,2.49,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,10,869308,388.7,2.24,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,11,1603972,1394.6,1.15,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2022,12,1535557,902.5,1.7,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,1,1385074,780.1,1.78,no,Tet month (lunar 1/1 on 2023-01-22),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,2,1557636,1107.7,1.41,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,3,1501354,516.2,2.91,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,4,1529630,522.5,2.93,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,5,1312087,445.0,2.95,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,6,1203420,425.4,2.83,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,7,1745967,665.8,2.62,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,8,1568686,594.5,2.64,no,Vu Lan month (lunar 7/15 on 2023-08-30),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,9,1843327,667.4,2.76,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,10,1283553,510.5,2.51,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,11,1763916,670.5,2.63,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2023,12,1056418,387.5,2.73,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,1,1805600,752.0,2.4,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,2,1052829,434.4,2.42,no,Tet month (lunar 1/1 on 2024-02-10),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,3,1400562,534.9,2.62,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,4,1568831,579.7,2.71,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,5,2108104,889.9,2.37,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,6,1767576,718.8,2.46,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,7,1232086,555.2,2.22,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,8,2273384,961.7,2.36,no,Vu Lan month (lunar 7/15 on 2024-08-18),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,9,1134046,498.3,2.28,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,10,1880181,795.1,2.36,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,11,1391830,586.6,2.37,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Thailand,export,350400,protein substances incl. soy isolate (3504),2024,12,1483168,709.0,2.09,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
Viet Nam,World,import,110900,wheat gluten (1109),2019,1,940061,587.5,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,2,398826,249.3,1.6,yes,Tet month (lunar 1/1 on 2019-02-05),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,3,1647068,1029.4,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,4,1254538,784.1,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,5,2289720,1431.1,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,6,1599957,1000.0,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,7,1295580,809.7,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,8,1043953,652.5,1.6,yes,Vu Lan month (lunar 7/15 on 2019-08-15),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,9,1489304,930.8,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,10,987133,617.0,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,11,945649,591.0,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2019,12,1314090,821.3,1.6,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,1,737314,513.5,1.44,yes,Tet month (lunar 1/1 on 2020-01-25),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,2,832659,579.9,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,3,1437990,1001.5,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,4,1721776,1199.1,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,5,1738859,1211.0,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,6,1035325,721.0,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,7,1306292,909.7,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,8,1562508,1088.2,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,9,1042950,726.3,1.44,yes,Vu Lan month (lunar 7/15 on 2020-09-02),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,10,1602147,1115.8,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,11,1275896,888.6,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2020,12,1851322,1289.3,1.44,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,1,2480769,1557.6,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,2,1636124,1027.3,1.59,yes,Tet month (lunar 1/1 on 2021-02-12),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,3,2657916,1668.8,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,4,1360779,854.4,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,5,1844649,1158.2,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,6,1743399,1094.6,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,7,2363050,1483.7,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,8,2834014,1779.4,1.59,yes,Vu Lan month (lunar 7/15 on 2021-08-22),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,9,2322940,1458.5,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,10,2145945,1347.4,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,11,1274668,800.3,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2021,12,1086519,682.2,1.59,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,1,2283543,1190.2,1.92,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,2,1400223,729.8,1.92,yes,Tet month (lunar 1/1 on 2022-02-01),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,3,2973864,1550.0,1.92,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,4,2992913,1559.9,1.92,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,5,3878469,2021.5,1.92,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,6,4587009,2390.7,1.92,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,7,4098161,2136.0,1.92,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,8,7751893,4040.3,1.92,yes,Vu Lan month (lunar 7/15 on 2022-08-12),BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
Viet Nam,World,import,110900,wheat gluten (1109),2022,9,2048315,1067.6,1.92,yes,,BRD-06,VN-direct,Medium,revealed,Viet Nam-reported CIF imports; quantities flagged as estimated
