ID,Date,City,Channel Type,Store/Vendor Name,Product Name,Brand,Origin,Category,Format/Subtype,Package Size (g/ml),Price (VND),Price per 100g (VND),Conv. Equivalent Price/100g (VND),Price Premium %,Shelf/Menu Placement,Key Ingredients,Energy (kcal /100g-100ml),Protein (g /100g-100ml),Fat (g /100g-100ml),Carbs (g /100g-100ml),Sodium (mg /100g-100ml),Notes / Marketing Claims
P098,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Bánh Bột Lọc Chay,Sông Hương Foods,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian dumpling,350,54600,15600,,,Frozen vegetarian chest freezer,"Water (34.92%), tapioca starch (26.19%), tofu (21.82%), soybean oil, wood-ear mushroom, carrot, leek, soy sauce, iodized salt, sugar, flavour enhancer E621, pepper",237,2.97,,,,Front/back label in IMG_0982–0984; some nutrition values were obscured. online reference price (not store-observed); accessed 2026-09-21: https://sala.emartmall.com.vn/index.php?description=true&page=8&route=product%2Fsearch&search=b%C3%A1nh&sub_category=true. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://songhuongfoods.com/san-pham/banh-bot-loc-chay/.
P099,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Lẩu Thái Chay,Cầu Tre,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian Thai hotpot kit,400,,,,,Frozen vegetarian chest freezer,"Vegan seafood/meat analogs (50%), Thai-style concentrate (30%), corn, pineapple, lemongrass, carrot",,,,,,Package and ingredients clear in IMG_0985–0986; weight read as 400g.
P100,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Mì Sủi Cảo Chay,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Noodles with vegetarian gyoza,200,25000,12500,,,Frozen vegetarian chest freezer,"Wheat noodles; gyoza with mushrooms, cabbage, vegetables, tofu and soy protein",146,4.2,5.1,20.8,1167,Nutrition and ingredients are clear in IMG_0987–0988. Price verified from the high-resolution crop of IMG_0972 (promotional tag).
P101,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Cơm Chiên Chay Gạo Lứt,SG Food,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Ready-meal / fried brown rice,200,25000,12500,,,Frozen vegetarian chest freezer,"Brown rice 60% (brown rice, water), vegetable oil, mixed vegetables, king oyster mushroom, vegan fish ball 2.8%, vegan pork sausage 2%, vegetarian seasoning, leek, shiitake, sugar, flavour enhancer E621, iodized salt, sesame oil and pepper",,,,,,Front/back label clear in IMG_0989–0990; shelf tag pairing uncertain. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/category/221/thuc-pham-chay/. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://aeoneshop.com/product/24978/sai-gon-food-com-chien-chay-gao-lut-200g.
P102,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Khoanh Chay,Anlac Vegan Food,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Sausage / fish-cake analog,,,,,,Frozen vegetarian chest freezer,Ingredient panel not fully visible,179,25.1,3.38,12,590,Nutrition panel legible in IMG_0991; package size not visible.
P103,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Lụa Ớt Xiêm Chay,Thoại An,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Chili sausage analog,500,65000,13000,,,Frozen vegetarian chest freezer,"Wheat gluten (35%), water, vegetable oils, sugar, salt, soy protein, skim milk powder, thickeners E407/E1412, chili (0.5%), stabilizer, flavour enhancers, acidity regulators, antioxidants and colour",308,,,12.8,,Front and partial nutrition panel visible in IMG_0992. online reference price (not store-observed); accessed 2026-09-21: https://thoaian.vn/san-pham/cha-lua-ot-xiem-chay-thoai-an-500g-dong-lanh/. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://thoaian.vn/san-pham/cha-lua-ot-xiem-chay-thoai-an-500g-dong-lanh/.
P104,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Bánh Bao Nấm Chay,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian mushroom bun,240,31500,13125,,,Frozen vegetarian chest freezer,"Wheat-flour bun; king oyster mushroom (27.8%), soy sauce, breadcrumbs, soy and sesame oils",212,5,5.7,35.2,247,Price is visible in IMG_1001; product/nutrition in IMG_0993–0994.
P105,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Há Cảo Chay Cải Bó Xôi,Cholimex,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spinach dimsum,300,37700,12566.666666666668,,,Frozen vegetarian chest freezer,"Dumpling wrapper (glutinous-rice, tapioca and corn flours) 23%; water, yam bean, taro, mung bean, sweet potato, carrot, sugar, scallion oil, shiitake, spinach (1%), glass noodles, shallot, wood-ear mushroom, iodized salt, soy sauce, sesame oil, flavour enhancer E621 and black pepper",166,1.53,1.88,35.7,265,Front/back package in IMG_0995–0997; some nutrition fields were obscured. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/ha-cao-chay-cai-bo-xoi-clm300g--s251008272. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cholimexfood.com.vn/wp-content/uploads/2025/20250809_CBTT/98-Ha%CC%81%20ca%CC%89o%20chay%20ca%CC%89i%20bo%CC%81%20xo%CC%82i.pdf.
P106,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Bánh Bao Chay,Cholimex,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian dumpling,300,29800,9933.333333333332,,,Frozen vegetarian chest freezer,"Bun dough (wheat flour, water, soy flour, leavening agents) 40%; vegan ribs, yam bean, chayote, purple cabbage, straw mushroom, wood-ear mushroom, tofu skin, leek, onion, soy sauce, salt, sugar, black pepper, five-spice and soybean oil",204,5.74,4.82,34.4,436,Front and nutrition panel clear in IMG_0998–0999. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/banh-bao-chay-cholimex-300g--s250103537. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cholimexfood.com.vn/banh-bao-chay-300g/.
P107,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Há Cảo Chay,Cầu Tre,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian dumpling,500,65000,13000,,,Frozen vegetarian chest freezer,"Wrapper 52% (water, potato starch, wheat starch, thickeners E1414/E1420, palm oil, trehalose, salt); yam bean, mung bean, taro, wood-ear mushroom, glass noodles, carrot, sugar, shiitake, palm oil, leek, corn starch, flavour enhancer E621, sesame, salt and pepper",189,1.68,,,,Package visible in IMG_1001–1003; nutrition panel partly obscured. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/highlight/525/th%E1%BB%B1c-ph%E1%BA%A9m-chay-dong-l%E1%BA%A1nh. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cjfoods.com.vn/product/ha-cao-chay/.
P108,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Healthy Mandu Chay,bibigo,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian mandu,300,52000,17333.333333333336,,,Frozen vegetarian chest freezer,"Wrapper 29.2% (wheat flour, water, salt, tapioca); yam bean, king oyster mushroom, carrot, shiitake, soy protein, lotus seed, enoki, onion, breadcrumbs, wood-ear mushroom, taro, sesame, mushroom-flavoured vegan oyster sauce, sugar, soy sauce, herbs, vegetable oils, yeast extract, garlic, pepper, salt, fermented rice vinegar, chili and corn starch",,,,,322,Front/back package in IMG_1004–1005; net weight was not reliably read. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/product/14817/cj-foods-banh-mandu-healthy-nhan-nam-300g-300g. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://aeoneshop.com/product/14817/cj-foods-banh-mandu-healthy-nhan-nam-300g-300g.
P109,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Bánh Cuốn Chay,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian rice rolls,290,32000,11034.482758620688,,,Frozen vegetarian chest freezer,"Starch wrapper; cabbage, shiitake, yam bean, carrot, king oyster mushroom, corn, bamboo shoot, edamame, peas and coriander",115,2,,23.4,782,Package and full ingredient panel clear in IMG_1006–1008. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/banh-cuon-chay-co-op-select-290g--s251008279. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cooponline.vn/banh-cuon-chay-co-op-select-290g--s251008279.
P110,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Hoành Thánh Chay,Top.V / Agrex Saigon,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian wonton,800,,,,,Frozen vegetarian chest freezer,Ingredient panel not visible,133,5.37,1.5,24.5,485,Front label and nutrition statement visible in IMG_1009–1011.
P111,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Bắp,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Corn-filled spring rolls,500,43000,8600,,,Frozen vegetarian chest freezer,Corn and vegetable filling in spring-roll pastry,153,4.6,13,30.6,295,Front and nutrition panel visible in IMG_1012–1013. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/c/thuc-pham-tru-mat-hnr.
P112,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Khoai Mỡ,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Purple-yam spring rolls,450,39900,8866.666666666668,,,Frozen vegetarian chest freezer,"Purple yam (36%), pastry (30%), sweet potato, carrot, green bean, wood-ear mushroom",160,5.7,0.5,33.2,369,Front/back and nutrition panel in IMG_1015–1017. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/cha-gio-khoai-mo-coop-select-450g--s250102526.
P113,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Chay,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spring rolls,400,45700,11425,,,Frozen vegetarian chest freezer,"Rice paper; yam bean 16%, carrot 14%, corn, mung bean, sweet potato, taro, wood-ear mushroom, glass noodles, onion, corn starch, sugar, soybean oil, flavour enhancer E621, salt and pepper",129,3.1,1.3,26,591,Front/back and nutrition panel in IMG_1018–1019. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/c/thuc-pham-tru-mat-hnr. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cooponline.vn/products/cha-gio-chay-coop-select-400g/.
P114,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Samosa Rau Củ,Saky Foods,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetable samosa,300,,,,,Frozen vegetarian chest freezer,"Wheat pastry, cabbage, carrot, potato, chili, coriander, sesame oil and seasonings",156,,,,,Front and ingredient panel clear in IMG_1020.
P115,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Xốp Chay,Cholimex,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Crispy vegetarian spring rolls,500,41000,8200,,,Frozen vegetarian chest freezer,"Puffy wheat wrapper 40%; yam bean, sweet potato, taro, purple cabbage, shiitake, wood-ear mushroom, vegan ribs, leek, glass noodles, mung bean, sugar, soybean oil, soy sauce, sesame oil, salt, pepper and flavour enhancer E621",178,,,,,Package and ingredient panel in IMG_1021–1022. promotional online flyer price; accessed 2026-09-21: https://coopxtra.net/asset/uploads/2026/02/CNMS-TRANG-LE_compressed.pdf. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cholimexfood.com.vn/wp-content/uploads/2020/20200424_TuCongBo/2020_04_24_51Cholimexfood2020.pdf.
P116,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Chay,Vissan,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spring rolls,500,45500,9100,,,Frozen vegetarian chest freezer,"Rice wrapper, taro, yam bean, carrot, beans, tofu skin, mushrooms and soy protein",154,4.26,1.5,30.8,363.4,Front/back and nutrition panel in IMG_1023–1024. online reference price (not store-observed); accessed 2026-09-21: https://vissanmart.com/cha-gio-chay-500g.html.
P117,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Bánh Rế Chay Đặc Biệt,Cầu Tre,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Net-wrapped vegetarian spring rolls,500,62000,12400,,,Frozen vegetarian chest freezer,"Net rice wrapper 31% (refined rice flour, water, tapioca starch, palm oil, sugar, wheat flour, salt, emulsifier E322i); yam bean, sweet potato, mung bean, taro, wood-ear mushroom, sugar, flavour enhancer E621, palm oil, mushroom vegan oyster sauce, pepper and salt",172,3.36,2.07,33.6,,Front/back package in IMG_1025–1028. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/search/c%E1%BA%A7u%20tre. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cjfoods.com.vn/product/cha-gio-banh-re-chay-dac-biet/.
P118,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Da Xốp Chay,Cầu Tre,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Crispy vegetarian spring rolls,400,44200,11050,,,Frozen vegetarian chest freezer,"Crispy wrapper, yam bean, sweet potato, taro, mushrooms and seasonings",170,4.59,,,,Front/back package in IMG_1029–1031. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/cha-gio-da-xop-chay-cau-tre-400g--s250102099.
P119,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Giò Bánh Tráng Chay,Cầu Tre,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Rice-paper vegetarian spring rolls,500,48900,9780,,,Frozen vegetarian chest freezer,"Rice paper, yam bean, taro, mung bean, wood-ear mushroom, tofu skin, shiitake, glass noodles, pepper and flavour enhancer E621",149,4.39,0.9,29.5,508,Front/back and nutrition panel in IMG_1032–1033. online reference price (not store-observed); accessed 2026-09-21: https://www.lottemart.vn/vi-tbh/product/c-gio-chay-cau-tre-500g-8934717262012-p5069. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://www.lottemart.vn/vi-tbh/product/c-gio-chay-cau-tre-500g-8934717262012-p5069.
P120,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Cơm Nấm Hàn Quốc Rong Biển Gimjaban,bibigo,Vietnam (local),Plant-based (modern/branded),Plant-based frozen rice meal,400,64400,16100,,,Frozen ready-meal chest freezer,"Rice, mushrooms, seaweed and seasonings",214,4.2,4.8,38.3,493,Front/back and nutrition panel in IMG_1034–1035. online reference price (not store-observed); accessed 2026-09-21: https://emartmall.com.vn/index.php?path=38&product_id=112722&route=product%2Fproduct.
P121,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Bánh Bao Chay Mè Đen,MANI,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian black-sesame bun,500,,,,,Frozen vegetarian chest freezer,"Wheat flour, yam bean, carrot, taro, peas, tofu skin, mushrooms, black sesame (5%)",223,6.3,2.8,36.6,241,Front/back and nutrition panel in IMG_1036.
P122,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Sữa Chua Thực Vật Yến Mạch Chanh Dây Xoài,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yoghurt,400,10000,2500,,,Refrigerated yoghurt section,Oat-based fermented product with passion fruit and mango,70.6,1.6,1.6,10.9,38,Four 100g cups; promotional shelf tag and label in IMG_1037–1040. Price corrected from the high-resolution crop of IMG_1037 (promotional tag for the 4 × 100g pack).
P123,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Sữa Chua Thực Vật 9 Loại Hạt,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yoghurt,400,41000,10250,,,Refrigerated yoghurt section,Fermented nine-seed/nut plant base,80,1.9,2.5,10.5,31,Four 100g cups; shelf tag and label in IMG_1037 and IMG_1041–1043. Price corrected from the high-resolution crop of IMG_1037 (tag for the 4 × 100g pack).
P124,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Sữa Hạt Óc Chó,Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,190,,,,,Plant-milk aisle,Soy base with walnut,67.9,1.3,2.47,,,Carton and nutrition panel in IMG_1046–1047; price appeared to apply to a multipack.
P125,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Fami Green Soy,Fami / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,200,,,,,Plant-milk aisle,"Ground whole-soybean beverage 96.2% (water, soybeans), sugar 3.5%, stabilizers E471/E407/E500(ii), nature-identical flavour and salt",43,2.5,1.4,4.1,33,Carton and nutrition panel in IMG_1049–1050; shelf price unit was unclear. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://vinasoy.com/nhan-hieu/sua-dau-nanh-fami-green-soy/uploads/product/2025_02/tcb-29-sdn-fami-green-soy-rat-it-duong.pdf. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/nhan-hieu/sua-dau-nanh-fami-green-soy/uploads/product/2025_02/tcb-29-sdn-fami-green-soy-rat-it-duong.pdf.
P126,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Fami Canxi Ít Đường,Fami / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,200,4583,2291.5,,,Plant-milk aisle,"Soy extract 50%, water, sugar 5.8%, calcium 0.18% (tricalcium phosphate and algae-derived calcium), stabilizers E471/E418/E407/E500(ii), soybean oil, natural-identical flavour, vitamins A/D3/B6/B9/B12, magnesium, zinc and salt",50,2.5,1.4,6.7,25,"Carton and nutrition panel in IMG_1051–1052; shelf price unit was unclear. unit price derived from 165,000 VND / 36 × 200ml; accessed 2026-09-21: https://cooponline.vn/sua-dau-nanh-fami-canxi-it-duong-36-x-200ml--s250102640. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://qns.com.vn/upload/product/1-tcb-13ns-sdn-fami-canxi-it-duong-1750930564.pdf."
P127,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Sữa Hạt Cao Đạm Không Đường,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,180,14500,8055.555555555556,,,Plant-milk aisle,"Plant beverage 98.6% (water, pea protein, vegetable oil, ground peanut, ground almond, walnut extract, black-bean extract, mung-bean extract and white-bean extract), inulin, emulsifiers E471/E460(i)/E466, flavours, calcium carbonate, sodium selenite, vitamins and salt",46.7,5,,,,"Carton and label in IMG_1053–1054; shelf price unit was unclear. unit price derived from 58,000 VND / 4 × 180ml; accessed 2026-09-21: https://aeoneshop.com/product/44345/vinamilk-loc-4-hop-sua-hat-cao-dam-khong-duong-180ml. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://danavimart.vn/products/sua-hat-cao-dam-vnm-180ml. Ingredients/nutrition supplemented from exact-product OSINT; Exact no-sugar variant energy; secondary label transcription. accessed 2026-09-22: https://reviewsua.com/sua-cao-dam-vinamilk/."
P128,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Đậu Hũ Trắng,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",White tofu,300,13800,4600,,,Refrigerated tofu section,"Soybeans, water and coagulant",48,3.8,2.9,1.7,12.5,Front label and nutrition panel in IMG_1057. Price verified from the high-resolution shelf-label crop of IMG_1056.
P129,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Đậu Hũ Momen,Ichiban,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Firm tofu,330,15700,4757.575757575758,,,Refrigerated tofu section,Soy extract and coagulants,102,8.92,6.33,2.3,12.3,Price tag is visible behind the pack; nutrition in IMG_1059–1060.
P130,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Đậu Hũ Trắng,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",White tofu,280,10200,3642.857142857143,,,Refrigerated tofu section,"Soybeans, water and coagulant",109,9.3,7.5,1.1,32,Front label and nutrition panel in IMG_1061. Price verified from the high-resolution shelf-label crop of IMG_1056.
P131,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Đậu Hũ Trắng,Tafu,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",White tofu,300,10900,3633.3333333333335,,,Refrigerated tofu section,Soy extract and coagulants,53,4.71,2.54,2.83,4.36,Front/back label in IMG_1062–1063. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/c/do-chua-kim-chi-tau-hu.
P132,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Đậu Hũ Non,Coop Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Silken tofu,300,9900,3300,,,Refrigerated tofu section,"Soybeans, water and coagulant",52,4.98,2.55,2.27,8.18,Front/back label in IMG_1064–1065. Price verified from the high-resolution shelf-label crop of IMG_1056.
P133,2026-09-20,Ho Chi Minh City,Modern Retail,GO! Nguyễn Kiệm,Sữa Hạt Ít Đường Postbiotics,Veyo (Nutifood),Vietnam (local),Plant-based (modern/branded),Plant milk,180,28600,15888.888888888889,,,Plant-milk aisle,Mixed-nut plant beverage with postbiotics,58,1.1,1.5,9.5,83,"Product close-up and adjacent 28,600đ tag in IMG_1075–1077; price may be for a multipack."
P134,2026-09-20,Ho Chi Minh City,Modern Retail,GO! Nguyễn Kiệm,Sữa Hạt Smart Yến Mạch - Óc Chó,Veyo / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,180,28600,15888.888888888889,,,Plant-milk aisle,Oat and walnut plant beverage,,,,,,"Product close-up and adjacent 28,600đ tag in IMG_1078–1080; price may be for a multipack. Brand corrected from Nutifood to Veyo / Vinasoy using exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/."
P135,2026-09-20,Ho Chi Minh City,Modern Retail,GO! Nguyễn Kiệm,Sữa Đậu Nành Chilled,Ichiban,Vietnam (local),Plant-based (modern/branded),Chilled soy milk,500,37400,7480,,,Refrigerated drinks section,Soy beverage,,,,,,"500ml bottle and 37,400đ tag are visible in IMG_1084."
P136,2026-09-20,Ho Chi Minh City,Modern Retail,GO! Nguyễn Kiệm,Thịt Ủ Chân Nấm Chay,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Mushroom meat analog,500,136000,27200,,,Frozen vegetarian case,Mushrooms and plant-protein ingredients,,,,,,Front package visible in IMG_1100. Price verified from the high-resolution freezer overview crop of IMG_1099.
P137,2026-09-20,Ho Chi Minh City,Modern Retail,GO! Nguyễn Kiệm,Viên Khoai Môn Nhân Nấm Chay,brand not legible,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Taro balls with mushroom filling,300,47500,15833.333333333334,,,Frozen vegetarian case,Taro and mushroom filling,,,,,,Front label and 300g net weight visible in IMG_1101. Price verified from the high-resolution freezer overview crop of IMG_1099.
P138,2026-09-20,Ho Chi Minh City,Modern Retail,GO! Nguyễn Kiệm,Chả Lụa Nướng Sả Chay,brand not legible,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Grilled lemongrass sausage analog,400,,,,,Frozen vegetarian case,Plant protein and lemongrass seasoning,,,,,,Front label and 400g net weight visible in IMG_1102.
P139,2026-09-20,Ho Chi Minh City,Modern Retail,Emart Phan Văn Trị,Phi Lê Cá Hồi Chay (Vegan Fish Fillet),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Fish fillet analog,500,116000,23200,,,Frozen vegetarian section,"Wheat, seaweed, palm oil, soy fiber, sugar, salt and vegan fish sauce",220,19,15,,580,Full label and nutrition panel clear in IMG_1106. Price verified from the high-resolution Emart shelf-strip crop of IMG_1104.
P140,2026-09-20,Ho Chi Minh City,Modern Retail,Emart Phan Văn Trị,Sườn Non Chay Sốt Cà (Vegan Pork Chops with Tomato Sauce),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Pork-chop analog with sauce,400,85500,21375,,,Frozen vegetarian section,"Soy protein (90%); tomato, leek, vegan fish sauce, tapioca starch, sesame oil and seasonings",,,,,,Front/back label clear in IMG_1107; nutrition numbers partly obscured. Price verified from the high-resolution Emart shelf-strip crop of IMG_1104.
P141,2026-09-20,Ho Chi Minh City,Modern Retail,Emart Phan Văn Trị,Đùi Gà Chay Sả (Vegan Chicken Drumsticks with Lemongrass),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Chicken-drumstick analog,500,107800,21560,,,Frozen vegetarian section,"Wheat protein, soy protein, turmeric, lemongrass (10%), water and seasonings",,,,,,Front/back label clear in IMG_1108. Net weight and price verified from the high-resolution Emart shelf-strip crop of IMG_1104.
P142,2026-09-20,Ho Chi Minh City,Modern Retail,Emart Phan Văn Trị,Sữa Chua Thực Vật Yến Mạch Chanh Dây Xoài,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yoghurt,400,40200,10050,,,Refrigerated yoghurt section,"Oat milk 79% (water, oat flour), sugar, passion-fruit and mango preparation 7% (passion-fruit juice/concentrate, mango pieces, sugar, water, E1422/E440, flavour and colour E160a(ii)), pea protein, coconut oil, emulsifier E471, and cultures Streptococcus thermophilus and Lactobacillus bulgaricus",,,,,,"Four 100g cups and 40,200đ shelf tag visible in IMG_1111. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://new.vinamilk.com.vn/products/sua-chua-an-vinamilk-thuc-vat-yen-mach-chanh-day-xoai-100g."
P143,2026-09-20,Ho Chi Minh City,Modern Retail,Emart Phan Văn Trị,Sữa Chua Thực Vật 9 Loại Hạt,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yoghurt,400,40200,10050,,,Refrigerated yoghurt section,"Plant milk 89% (water, pea protein, oat flour, ground peanut, ground almond, walnut extract, red-bean extract, black-bean extract, mung-bean extract and white-bean extract), sugar, coconut oil, emulsifier E471, flavour, and cultures Streptococcus thermophilus and Lactobacillus bulgaricus",,,,,,"Four 100g cups and 40,200đ shelf tag visible in IMG_1111. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://shop.annam-gourmet.com/hcm-est/vi/catalog/product/view/id/71637."
P144,2026-09-20,Ho Chi Minh City,Modern Retail,Emart Phan Văn Trị,Thịt Nguội Chay Đậu Nành - Original,Ông Chà Và / NOSAFOOD,Vietnam (local),Plant-based (modern/branded),Canned soy luncheon meat,200,76000,38000,,,Dedicated vegetarian dry-goods section,"Water, soy protein (25%), soy oil (11.5%), corn starch, protein isolate and yeast extract",183,9.08,,13,887.1,"Front/back label in IMG_1114–1116; 76,000đ tag visible in IMG_1118–1119."
